...1,Timestamp,Air TempC,VPD,Vapor Pressure,Atmos Pressure,Solar,Wetness Level 1,Wetness Level 2,Air.TempC,Atmos.Pressure,Vapor.Pressure,Wetness.Level.1,Wetness.Level.2
NA,2024-05-10T11:15:00Z,NA,0.29,NA,NA,25.6,NA,NA,14.6,96.81,1.362,444,448
NA,2024-05-10T11:30:00Z,NA,0.25,NA,NA,56,NA,NA,13.8,96.83,1.328,443,448
NA,2024-05-10T11:45:00Z,NA,0.24,NA,NA,92.7,NA,NA,13.9,96.84,1.348,443,447
NA,2024-05-10T12:00:00Z,NA,0.27,NA,NA,109.1,NA,NA,14.3,96.85,1.361,442,447
NA,2024-05-10T12:15:00Z,NA,0.3,NA,NA,160.4,NA,NA,14.4,96.85,1.337,442,447
NA,2024-05-10T12:30:00Z,NA,0.39,NA,NA,254.9,NA,NA,15.4,96.84,1.36,441,446
NA,2024-05-10T12:45:00Z,NA,0.41,NA,NA,135.3,NA,NA,15.3,96.85,1.329,441,446
NA,2024-05-10T13:00:00Z,NA,0.42,NA,NA,141.9,NA,NA,15.5,96.86,1.338,442,446
NA,2024-05-10T13:15:00Z,NA,0.41,NA,NA,131.8,NA,NA,15.3,96.87,1.32,443,446
NA,2024-05-10T13:30:00Z,NA,0.39,NA,NA,53.3,NA,NA,14.7,96.9,1.284,442,446
NA,2024-05-10T13:45:00Z,NA,0.35,NA,NA,80.7,NA,NA,14.2,96.91,1.273,442,446
NA,2024-05-10T14:00:00Z,NA,0.3,NA,NA,49.6,NA,NA,13.8,96.94,1.276,442,447
NA,2024-05-10T14:15:00Z,NA,0.22,NA,NA,81.1,NA,NA,12.9,96.97,1.265,442,447
NA,2024-05-10T14:30:00Z,NA,0.25,NA,NA,137.1,NA,NA,13.3,96.96,1.275,442,447
NA,2024-05-10T14:45:00Z,NA,0.29,NA,NA,74.7,NA,NA,13.5,96.97,1.256,442,447
NA,2024-05-10T15:00:00Z,NA,0.3,NA,NA,60.6,NA,NA,13.3,96.99,1.232,442,447
NA,2024-05-10T15:15:00Z,NA,0.33,NA,NA,137.5,NA,NA,13.6,97.01,1.222,441,446
NA,2024-05-10T15:30:00Z,NA,0.38,NA,NA,123.2,NA,NA,14,97,1.219,441,446
NA,2024-05-10T15:45:00Z,NA,0.39,NA,NA,99.6,NA,NA,14.3,96.99,1.24,441,446
NA,2024-05-10T16:00:00Z,NA,0.41,NA,NA,88.8,NA,NA,14.6,96.99,1.252,441,446
NA,2024-05-10T16:15:00Z,NA,0.39,NA,NA,85,NA,NA,14.2,96.98,1.228,441,446
NA,2024-05-10T16:30:00Z,NA,0.47,NA,NA,150.9,NA,NA,15.2,96.96,1.252,440,445
NA,2024-05-10T16:45:00Z,NA,0.5,NA,NA,58.8,NA,NA,15.3,96.97,1.236,441,446
NA,2024-05-10T17:00:00Z,NA,0.54,NA,NA,152.2,NA,NA,15.8,96.97,1.262,440,445
NA,2024-05-10T17:15:00Z,NA,0.64,NA,NA,135.1,NA,NA,16.8,96.96,1.274,440,444
NA,2024-05-10T17:30:00Z,NA,0.65,NA,NA,106,NA,NA,16.9,96.96,1.275,440,444
NA,2024-05-10T17:45:00Z,NA,0.68,NA,NA,80.9,NA,NA,16.5,96.96,1.201,440,444
NA,2024-05-10T18:00:00Z,NA,0.71,NA,NA,99.4,NA,NA,16.3,96.96,1.142,439,444
NA,2024-05-10T18:15:00Z,NA,0.72,NA,NA,117.2,NA,NA,16.7,96.96,1.18,439,444
NA,2024-05-10T18:30:00Z,NA,0.77,NA,NA,104.4,NA,NA,17.3,96.96,1.208,439,444
NA,2024-05-10T18:45:00Z,NA,0.78,NA,NA,66.7,NA,NA,17.2,96.97,1.191,440,444
NA,2024-05-10T19:00:00Z,NA,0.66,NA,NA,18.3,NA,NA,16.2,96.98,1.178,440,445
NA,2024-05-10T19:15:00Z,NA,0.57,NA,NA,15.2,NA,NA,15.6,96.98,1.199,440,445
NA,2024-05-10T19:30:00Z,NA,0.5,NA,NA,18.9,NA,NA,15,97,1.207,441,445
NA,2024-05-10T19:45:00Z,NA,0.47,NA,NA,27.6,NA,NA,15,97,1.229,441,445
NA,2024-05-10T20:00:00Z,NA,0.36,NA,NA,12.1,NA,NA,14.6,97.01,1.297,442,447
NA,2024-05-10T20:15:00Z,NA,0.28,NA,NA,10.3,NA,NA,13.8,97.01,1.298,443,447
NA,2024-05-10T20:30:00Z,NA,0.23,NA,NA,2.4,NA,NA,13,97.02,1.275,443,448
NA,2024-05-10T20:45:00Z,NA,0.17,NA,NA,0,NA,NA,12.4,97.04,1.269,444,448
NA,2024-05-10T21:00:00Z,NA,0.14,NA,NA,0,NA,NA,12.1,97.05,1.276,445,449
NA,2024-05-10T21:15:00Z,NA,0.11,NA,NA,0,NA,NA,11.8,97.05,1.267,447,450
NA,2024-05-10T21:30:00Z,NA,0.09,NA,NA,0,NA,NA,11.3,97.05,1.252,449,451
NA,2024-05-10T21:45:00Z,NA,0.07,NA,NA,0,NA,NA,11,97.04,1.242,451,452
NA,2024-05-10T22:00:00Z,NA,0.06,NA,NA,0,NA,NA,10.7,97.04,1.231,454,452
NA,2024-05-10T22:15:00Z,NA,0.05,NA,NA,0,NA,NA,10.5,97.04,1.22,457,454
NA,2024-05-10T22:30:00Z,NA,0.04,NA,NA,0,NA,NA,10.3,97.05,1.212,461,456
NA,2024-05-10T22:45:00Z,NA,0.04,NA,NA,0,NA,NA,10.1,97.06,1.199,465,458
NA,2024-05-10T23:00:00Z,NA,0.03,NA,NA,0,NA,NA,9.8,97.06,1.175,470,462
NA,2024-05-10T23:15:00Z,NA,0.03,NA,NA,0,NA,NA,9.6,97.06,1.162,475,465
NA,2024-05-10T23:30:00Z,NA,0.03,NA,NA,0,NA,NA,9.4,97.06,1.148,481,468
NA,2024-05-10T23:45:00Z,NA,0.03,NA,NA,0,NA,NA,9.2,97.06,1.139,487,471
NA,2024-05-11T00:00:00Z,NA,0.02,NA,NA,0,NA,NA,9,97.06,1.125,493,474
NA,2024-05-11T00:15:00Z,NA,0.02,NA,NA,0,NA,NA,8.8,97.07,1.11,501,476
NA,2024-05-11T00:30:00Z,NA,0.02,NA,NA,0,NA,NA,8.5,97.07,1.093,510,478
NA,2024-05-11T00:45:00Z,NA,0.02,NA,NA,0,NA,NA,8.3,97.08,1.081,519,480
NA,2024-05-11T01:00:00Z,NA,0.01,NA,NA,0,NA,NA,8.1,97.09,1.064,526,482
NA,2024-05-11T01:15:00Z,NA,0.01,NA,NA,0,NA,NA,8,97.09,1.054,533,485
NA,2024-05-11T01:30:00Z,NA,0.02,NA,NA,0,NA,NA,7.9,97.09,1.047,543,487
NA,2024-05-11T01:45:00Z,NA,0.01,NA,NA,0,NA,NA,7.7,97.08,1.037,550,488
NA,2024-05-11T02:00:00Z,NA,0.01,NA,NA,0,NA,NA,7.6,97.07,1.028,557,490
NA,2024-05-11T02:15:00Z,NA,0.01,NA,NA,0,NA,NA,7.6,97.06,1.029,566,493
NA,2024-05-11T02:30:00Z,NA,0.01,NA,NA,0,NA,NA,7.6,97.05,1.028,582,495
NA,2024-05-11T02:45:00Z,NA,0.01,NA,NA,0,NA,NA,7.4,97.03,1.014,602,496
NA,2024-05-11T03:00:00Z,NA,0.01,NA,NA,0,NA,NA,7.2,97.03,1.001,622,497
NA,2024-05-11T03:15:00Z,NA,0.01,NA,NA,0,NA,NA,7.1,97.04,0.996,635,499
NA,2024-05-11T03:30:00Z,NA,0.01,NA,NA,0,NA,NA,7.2,97.04,1.002,648,501
NA,2024-05-11T03:45:00Z,NA,0.02,NA,NA,0,NA,NA,7.3,97.04,1.009,656,502
NA,2024-05-11T04:00:00Z,NA,0.02,NA,NA,0,NA,NA,7.2,97.04,1.003,664,504
NA,2024-05-11T04:15:00Z,NA,0.01,NA,NA,0,NA,NA,7.2,97.05,1.001,678,505
NA,2024-05-11T04:30:00Z,NA,0.01,NA,NA,0,NA,NA,6.9,97.04,0.98,692,506
NA,2024-05-11T04:45:00Z,NA,0.01,NA,NA,0,NA,NA,6.9,97.04,0.983,700,507
NA,2024-05-11T05:00:00Z,NA,0.02,NA,NA,0,NA,NA,7,97.03,0.988,708,509
NA,2024-05-11T05:15:00Z,NA,0.01,NA,NA,0,NA,NA,7,97.03,0.989,716,510
NA,2024-05-11T05:30:00Z,NA,0.01,NA,NA,0,NA,NA,6.8,97.03,0.977,723,511
NA,2024-05-11T05:45:00Z,NA,0.01,NA,NA,0,NA,NA,6.6,97.02,0.964,737,512
NA,2024-05-11T06:00:00Z,NA,0.01,NA,NA,0,NA,NA,6.5,97.02,0.955,745,513
NA,2024-05-11T06:15:00Z,NA,0.01,NA,NA,0,NA,NA,6.4,97.01,0.948,751,515
NA,2024-05-11T06:30:00Z,NA,0.01,NA,NA,0,NA,NA,6.3,97.02,0.944,759,516
NA,2024-05-11T06:45:00Z,NA,0.01,NA,NA,2.7,NA,NA,6.4,97.03,0.945,760,517
NA,2024-05-11T07:00:00Z,NA,0.01,NA,NA,6.8,NA,NA,6.7,97.03,0.966,760,517
NA,2024-05-11T07:15:00Z,NA,0.01,NA,NA,13.5,NA,NA,6.8,97.03,0.976,760,517
NA,2024-05-11T07:30:00Z,NA,0.01,NA,NA,29.1,NA,NA,7,97.03,0.986,758,517
NA,2024-05-11T07:45:00Z,NA,0.01,NA,NA,34.6,NA,NA,7.5,97.04,1.023,752,515
NA,2024-05-11T08:00:00Z,NA,0.02,NA,NA,38.8,NA,NA,8.1,97.03,1.061,746,512
NA,2024-05-11T08:15:00Z,NA,0.02,NA,NA,53.8,NA,NA,8.4,97.03,1.086,737,507
NA,2024-05-11T08:30:00Z,NA,0.02,NA,NA,58.6,NA,NA,8.8,97.03,1.118,730,500
NA,2024-05-11T08:45:00Z,NA,0.02,NA,NA,56.6,NA,NA,9.5,97.03,1.166,720,491
NA,2024-05-11T09:00:00Z,NA,0.02,NA,NA,78,NA,NA,10.5,97.03,1.256,688,467
NA,2024-05-11T09:15:00Z,NA,0.02,NA,NA,85.5,NA,NA,11.2,97.03,1.313,636,450
NA,2024-05-11T09:30:00Z,NA,0.02,NA,NA,90.8,NA,NA,12.2,97.02,1.401,599,450
NA,2024-05-11T09:45:00Z,NA,0.02,NA,NA,98.7,NA,NA,13.1,97.01,1.482,536,449
NA,2024-05-11T10:00:00Z,NA,0.11,NA,NA,110.8,NA,NA,14.1,97,1.499,471,448
NA,2024-05-11T10:15:00Z,NA,0.24,NA,NA,119.9,NA,NA,15,96.98,1.471,443,447
NA,2024-05-11T10:30:00Z,NA,0.36,NA,NA,156.9,NA,NA,16.2,96.97,1.48,442,447
NA,2024-05-11T10:45:00Z,NA,0.48,NA,NA,598.4,NA,NA,17,96.97,1.446,441,446
NA,2024-05-11T11:00:00Z,NA,0.55,NA,NA,309.8,NA,NA,17.3,96.97,1.428,441,446
NA,2024-05-11T11:15:00Z,NA,0.63,NA,NA,384.2,NA,NA,17.7,96.97,1.388,439,445
NA,2024-05-11T11:30:00Z,NA,0.73,NA,NA,329,NA,NA,18.2,96.96,1.36,439,444
NA,2024-05-11T11:45:00Z,NA,0.78,NA,NA,132.2,NA,NA,18,96.95,1.275,440,444
NA,2024-05-11T12:00:00Z,NA,0.75,NA,NA,106,NA,NA,17.4,96.96,1.239,440,444
NA,2024-05-11T12:15:00Z,NA,0.78,NA,NA,196.3,NA,NA,17.8,96.94,1.251,439,444
NA,2024-05-11T12:30:00Z,NA,0.84,NA,NA,223,NA,NA,18.6,96.93,1.292,439,444
NA,2024-05-11T12:45:00Z,NA,0.79,NA,NA,190.8,NA,NA,18.4,96.9,1.323,439,444
NA,2024-05-11T13:00:00Z,NA,0.8,NA,NA,378.5,NA,NA,18.7,96.88,1.347,439,444
NA,2024-05-11T13:15:00Z,NA,0.9,NA,NA,397.7,NA,NA,19.3,96.86,1.344,439,444
NA,2024-05-11T13:30:00Z,NA,0.81,NA,NA,87.2,NA,NA,18.4,96.87,1.303,439,444
NA,2024-05-11T13:45:00Z,NA,0.79,NA,NA,86.2,NA,NA,18.2,96.87,1.296,439,444
NA,2024-05-11T14:00:00Z,NA,0.8,NA,NA,148.5,NA,NA,18.4,96.87,1.316,439,444
NA,2024-05-11T14:15:00Z,NA,0.8,NA,NA,89.4,NA,NA,18.4,96.85,1.313,440,444
NA,2024-05-11T14:30:00Z,NA,0.77,NA,NA,95.9,NA,NA,18.5,96.83,1.358,440,444
NA,2024-05-11T14:45:00Z,NA,0.78,NA,NA,115.4,NA,NA,18.5,96.83,1.347,439,444
NA,2024-05-11T15:00:00Z,NA,0.74,NA,NA,44.5,NA,NA,18.1,96.83,1.334,478,445
NA,2024-05-11T15:15:00Z,NA,0.57,NA,NA,34.1,NA,NA,17.2,96.84,1.395,553,448
NA,2024-05-11T15:30:00Z,NA,0.4,NA,NA,131.5,NA,NA,16.2,96.86,1.441,614,449
NA,2024-05-11T15:45:00Z,NA,0.45,NA,NA,175.8,NA,NA,17.4,96.83,1.539,540,446
NA,2024-05-11T16:00:00Z,NA,0.61,NA,NA,161.3,NA,NA,18.7,96.81,1.542,526,445
NA,2024-05-11T16:15:00Z,NA,0.73,NA,NA,190.2,NA,NA,19.3,96.79,1.5,440,444
NA,2024-05-11T16:30:00Z,NA,0.78,NA,NA,182,NA,NA,19.9,96.77,1.537,440,444
NA,2024-05-11T16:45:00Z,NA,0.84,NA,NA,157.3,NA,NA,20.1,96.76,1.516,440,444
NA,2024-05-11T17:00:00Z,NA,0.85,NA,NA,130.4,NA,NA,20.2,96.76,1.508,440,444
NA,2024-05-11T17:15:00Z,NA,0.83,NA,NA,48.5,NA,NA,19.6,96.76,1.452,440,444
NA,2024-05-11T17:30:00Z,NA,0.82,NA,NA,94.5,NA,NA,19.6,96.76,1.465,440,444
NA,2024-05-11T17:45:00Z,NA,0.91,NA,NA,102.9,NA,NA,19.8,96.77,1.4,439,444
NA,2024-05-11T18:00:00Z,NA,1.22,NA,NA,121.2,NA,NA,20.5,96.77,1.197,438,442
NA,2024-05-11T18:15:00Z,NA,1.4,NA,NA,135.5,NA,NA,20.8,96.78,1.049,437,442
NA,2024-05-11T18:30:00Z,NA,1.42,NA,NA,103.5,NA,NA,20.8,96.79,1.037,437,441
NA,2024-05-11T18:45:00Z,NA,1.43,NA,NA,101.6,NA,NA,21,96.79,1.05,437,442
NA,2024-05-11T19:00:00Z,NA,1.42,NA,NA,100.5,NA,NA,20.8,96.8,1.035,436,441
NA,2024-05-11T19:15:00Z,NA,1.38,NA,NA,50.9,NA,NA,20.4,96.82,1.003,437,442
NA,2024-05-11T19:30:00Z,NA,1.29,NA,NA,60.1,NA,NA,19.8,96.84,1.013,437,442
NA,2024-05-11T19:45:00Z,NA,1.29,NA,NA,74.5,NA,NA,19.7,96.86,0.999,437,442
NA,2024-05-11T20:00:00Z,NA,1.23,NA,NA,53.1,NA,NA,19.3,96.87,1.01,437,442
NA,2024-05-11T20:15:00Z,NA,1.17,NA,NA,11.7,NA,NA,18.7,96.89,0.979,437,442
NA,2024-05-11T20:30:00Z,NA,1.11,NA,NA,3.5,NA,NA,17.9,96.91,0.939,437,442
NA,2024-05-11T20:45:00Z,NA,1.01,NA,NA,0,NA,NA,17.2,96.93,0.95,438,442
NA,2024-05-11T21:00:00Z,NA,0.78,NA,NA,0,NA,NA,16,96.94,1.029,439,443
NA,2024-05-11T21:15:00Z,NA,0.58,NA,NA,0,NA,NA,14.8,96.96,1.104,440,444
NA,2024-05-11T21:30:00Z,NA,0.4,NA,NA,0,NA,NA,13.8,96.98,1.169,441,445
NA,2024-05-11T21:45:00Z,NA,0.34,NA,NA,0,NA,NA,13.1,96.99,1.162,442,446
NA,2024-05-11T22:00:00Z,NA,0.26,NA,NA,0,NA,NA,12.4,97.01,1.187,443,447
NA,2024-05-11T22:15:00Z,NA,0.21,NA,NA,0,NA,NA,11.9,97.03,1.184,443,447
NA,2024-05-11T22:30:00Z,NA,0.18,NA,NA,0,NA,NA,11.6,97.05,1.185,444,448
NA,2024-05-11T22:45:00Z,NA,0.15,NA,NA,0,NA,NA,11.3,97.06,1.188,445,448
NA,2024-05-11T23:00:00Z,NA,0.12,NA,NA,0,NA,NA,10.8,97.06,1.176,445,449
NA,2024-05-11T23:15:00Z,NA,0.11,NA,NA,0,NA,NA,10.5,97.08,1.159,445,449
NA,2024-05-11T23:30:00Z,NA,0.1,NA,NA,0,NA,NA,10.3,97.09,1.149,446,450
NA,2024-05-11T23:45:00Z,NA,0.08,NA,NA,0,NA,NA,10,97.09,1.147,448,451
NA,2024-05-12T00:00:00Z,NA,0.07,NA,NA,0,NA,NA,9.8,97.1,1.134,449,451
NA,2024-05-12T00:15:00Z,NA,0.07,NA,NA,0,NA,NA,9.4,97.1,1.117,449,451
NA,2024-05-12T00:30:00Z,NA,0.06,NA,NA,0,NA,NA,9.2,97.1,1.109,451,452
NA,2024-05-12T00:45:00Z,NA,0.05,NA,NA,0,NA,NA,9,97.11,1.096,454,452
NA,2024-05-12T01:00:00Z,NA,0.04,NA,NA,0,NA,NA,8.7,97.11,1.084,457,452
NA,2024-05-12T01:15:00Z,NA,0.04,NA,NA,0,NA,NA,8.5,97.11,1.073,461,454
NA,2024-05-12T01:30:00Z,NA,0.03,NA,NA,0,NA,NA,8.4,97.11,1.065,464,456
NA,2024-05-12T01:45:00Z,NA,0.03,NA,NA,0,NA,NA,8.2,97.12,1.06,468,457
NA,2024-05-12T02:00:00Z,NA,0.03,NA,NA,0,NA,NA,8.1,97.11,1.051,473,459
NA,2024-05-12T02:15:00Z,NA,0.03,NA,NA,0,NA,NA,7.9,97.11,1.042,476,461
NA,2024-05-12T02:30:00Z,NA,0.02,NA,NA,0,NA,NA,7.6,97.1,1.025,480,463
NA,2024-05-12T02:45:00Z,NA,0.02,NA,NA,0,NA,NA,7.6,97.09,1.02,484,465
NA,2024-05-12T03:00:00Z,NA,0.02,NA,NA,0,NA,NA,7.4,97.08,1.013,488,467
NA,2024-05-12T03:15:00Z,NA,0.02,NA,NA,0,NA,NA,7.2,97.06,1,492,468
NA,2024-05-12T03:30:00Z,NA,0.02,NA,NA,0,NA,NA,7.1,97.06,0.991,496,470
NA,2024-05-12T03:45:00Z,NA,0.01,NA,NA,0,NA,NA,6.9,97.05,0.982,500,472
NA,2024-05-12T04:00:00Z,NA,0.01,NA,NA,0,NA,NA,6.8,97.05,0.974,505,474
NA,2024-05-12T04:15:00Z,NA,0.01,NA,NA,0,NA,NA,6.7,97.06,0.967,510,476
NA,2024-05-12T04:30:00Z,NA,0.01,NA,NA,0,NA,NA,6.5,97.06,0.957,514,478
NA,2024-05-12T04:45:00Z,NA,0.01,NA,NA,0,NA,NA,6.5,97.08,0.951,518,479
NA,2024-05-12T05:00:00Z,NA,0.01,NA,NA,0,NA,NA,6.4,97.09,0.947,523,481
NA,2024-05-12T05:15:00Z,NA,0.01,NA,NA,0,NA,NA,6.3,97.11,0.943,528,483
NA,2024-05-12T05:30:00Z,NA,0.01,NA,NA,0,NA,NA,6.2,97.14,0.934,533,485
NA,2024-05-12T05:45:00Z,NA,0.01,NA,NA,0,NA,NA,6,97.16,0.922,538,487
NA,2024-05-12T06:00:00Z,NA,0.01,NA,NA,0,NA,NA,6.2,97.19,0.935,543,488
NA,2024-05-12T06:15:00Z,NA,0.01,NA,NA,0,NA,NA,6,97.2,0.924,548,490
NA,2024-05-12T06:30:00Z,NA,0.01,NA,NA,0,NA,NA,5.7,97.22,0.903,552,491
NA,2024-05-12T06:45:00Z,NA,0.01,NA,NA,4,NA,NA,5.6,97.24,0.899,557,493
NA,2024-05-12T07:00:00Z,NA,0.01,NA,NA,13.2,NA,NA,5.7,97.26,0.904,560,493
NA,2024-05-12T07:15:00Z,NA,0.01,NA,NA,21.8,NA,NA,5.9,97.28,0.917,562,493
NA,2024-05-12T07:30:00Z,NA,0.01,NA,NA,34.1,NA,NA,6.2,97.29,0.931,562,491
NA,2024-05-12T07:45:00Z,NA,0.01,NA,NA,41.4,NA,NA,6.6,97.3,0.962,561,488
NA,2024-05-12T08:00:00Z,NA,0.01,NA,NA,49.8,NA,NA,7.2,97.32,1.004,558,481
NA,2024-05-12T08:15:00Z,NA,0.01,NA,NA,59.3,NA,NA,7.8,97.33,1.04,553,471
NA,2024-05-12T08:30:00Z,NA,0.01,NA,NA,82.4,NA,NA,8.4,97.34,1.089,542,456
NA,2024-05-12T08:45:00Z,NA,0.02,NA,NA,104.2,NA,NA,9.5,97.35,1.168,515,449
NA,2024-05-12T09:00:00Z,NA,0.05,NA,NA,80.6,NA,NA,10.7,97.37,1.239,462,448
NA,2024-05-12T09:15:00Z,NA,0.14,NA,NA,85.7,NA,NA,11.8,97.39,1.238,444,446
NA,2024-05-12T09:30:00Z,NA,0.18,NA,NA,90.8,NA,NA,12.3,97.4,1.249,443,447
NA,2024-05-12T09:45:00Z,NA,0.28,NA,NA,98.5,NA,NA,13.4,97.42,1.26,442,446
NA,2024-05-12T10:00:00Z,NA,0.43,NA,NA,110.4,NA,NA,14.5,97.43,1.222,441,445
NA,2024-05-12T10:15:00Z,NA,0.54,NA,NA,120.8,NA,NA,15.4,97.44,1.218,441,445
NA,2024-05-12T10:30:00Z,NA,0.67,NA,NA,178.7,NA,NA,16.4,97.44,1.193,439,444
NA,2024-05-12T10:45:00Z,NA,0.84,NA,NA,419.9,NA,NA,17,97.44,1.088,438,443
NA,2024-05-12T11:00:00Z,NA,1.05,NA,NA,525,NA,NA,18,97.44,1.014,437,442
NA,2024-05-12T11:15:00Z,NA,1.22,NA,NA,384.5,NA,NA,19,97.44,0.977,435,441
NA,2024-05-12T11:30:00Z,NA,1.18,NA,NA,420.8,NA,NA,18.8,97.44,0.991,436,441
NA,2024-05-12T11:45:00Z,NA,1.18,NA,NA,169.2,NA,NA,18.5,97.43,0.947,436,441
NA,2024-05-12T12:00:00Z,NA,1.24,NA,NA,145.8,NA,NA,19.1,97.44,0.97,436,441
NA,2024-05-12T12:15:00Z,NA,1.3,NA,NA,157.1,NA,NA,19.4,97.43,0.955,436,441
NA,2024-05-12T12:30:00Z,NA,1.33,NA,NA,153.3,NA,NA,19.3,97.43,0.914,436,441
NA,2024-05-12T12:45:00Z,NA,1.36,NA,NA,165.3,NA,NA,19.6,97.42,0.924,436,441
NA,2024-05-12T13:00:00Z,NA,1.4,NA,NA,456.1,NA,NA,20.1,97.41,0.942,435,441
NA,2024-05-12T13:15:00Z,NA,1.41,NA,NA,959.7,NA,NA,20.1,97.4,0.949,435,440
NA,2024-05-12T13:30:00Z,NA,1.49,NA,NA,985.7,NA,NA,20.8,97.38,0.971,432,440
NA,2024-05-12T13:45:00Z,NA,1.57,NA,NA,759.9,NA,NA,21.4,97.37,0.984,432,440
NA,2024-05-12T14:00:00Z,NA,1.55,NA,NA,553.9,NA,NA,21.4,97.37,0.999,431,439
NA,2024-05-12T14:15:00Z,NA,1.65,NA,NA,430.8,NA,NA,21.9,97.37,0.97,433,439
NA,2024-05-12T14:30:00Z,NA,1.6,NA,NA,178.3,NA,NA,21.4,97.35,0.945,434,440
NA,2024-05-12T14:45:00Z,NA,1.58,NA,NA,180.2,NA,NA,21.4,97.34,0.961,434,440
NA,2024-05-12T15:00:00Z,NA,1.62,NA,NA,201.2,NA,NA,21.5,97.34,0.936,434,440
NA,2024-05-12T15:15:00Z,NA,1.64,NA,NA,176.3,NA,NA,21.7,97.32,0.948,434,440
NA,2024-05-12T15:30:00Z,NA,1.64,NA,NA,147.9,NA,NA,21.5,97.31,0.919,434,440
NA,2024-05-12T15:45:00Z,NA,1.59,NA,NA,156.6,NA,NA,21.5,97.29,0.963,434,440
NA,2024-05-12T16:00:00Z,NA,1.63,NA,NA,134,NA,NA,22,97.28,1.002,434,440
NA,2024-05-12T16:15:00Z,NA,1.57,NA,NA,109.7,NA,NA,21.7,97.27,1.023,435,440
NA,2024-05-12T16:30:00Z,NA,1.67,NA,NA,149.6,NA,NA,22.4,97.26,1.027,434,439
NA,2024-05-12T16:45:00Z,NA,1.7,NA,NA,164.8,NA,NA,22.3,97.26,0.998,434,439
NA,2024-05-12T17:00:00Z,NA,1.68,NA,NA,126,NA,NA,22.2,97.25,1.005,434,440
NA,2024-05-12T17:15:00Z,NA,1.68,NA,NA,127.6,NA,NA,22.4,97.24,1.021,434,440
NA,2024-05-12T17:30:00Z,NA,1.69,NA,NA,133.5,NA,NA,22.3,97.23,1.01,434,440
