...1,Timestamp,Vapor Pressure,Atmos Pressure,Air TempC,VPD,Solar,Wetness Level 1,Wetness Level 2,Air.TempC,Atmos.Pressure,Vapor.Pressure,Wetness.Level.1,Wetness.Level.2
NA,2024-05-10T14:30:00Z,NA,NA,NA,0.25,225.6,NA,NA,14.2,96.97,1.365,442,437
NA,2024-05-10T14:45:00Z,NA,NA,NA,0.29,126.5,NA,NA,14.4,96.98,1.354,443,438
NA,2024-05-10T15:00:00Z,NA,NA,NA,0.27,89,NA,NA,13.9,97,1.318,443,438
NA,2024-05-10T15:15:00Z,NA,NA,NA,0.28,214.6,NA,NA,14,97.02,1.32,442,437
NA,2024-05-10T15:30:00Z,NA,NA,NA,0.36,207.6,NA,NA,14.7,97.01,1.317,442,437
NA,2024-05-10T15:45:00Z,NA,NA,NA,0.38,159.5,NA,NA,14.7,97.01,1.293,442,437
NA,2024-05-10T16:00:00Z,NA,NA,NA,0.37,141.5,NA,NA,14.9,97,1.324,442,437
NA,2024-05-10T16:15:00Z,NA,NA,NA,0.34,129.1,NA,NA,14.7,97,1.327,443,437
NA,2024-05-10T16:30:00Z,NA,NA,NA,0.44,246.6,NA,NA,15.8,96.97,1.362,441,435
NA,2024-05-10T16:45:00Z,NA,NA,NA,0.5,93.9,NA,NA,15.8,96.98,1.292,442,437
NA,2024-05-10T17:00:00Z,NA,NA,NA,0.46,348.1,NA,NA,15.7,96.99,1.314,441,436
NA,2024-05-10T17:15:00Z,NA,NA,NA,0.59,226.9,NA,NA,16.8,96.98,1.326,441,435
NA,2024-05-10T17:30:00Z,NA,NA,NA,0.6,175.2,NA,NA,16.7,96.98,1.307,441,436
NA,2024-05-10T17:45:00Z,NA,NA,NA,0.59,135.3,NA,NA,17,96.97,1.345,442,436
NA,2024-05-10T18:00:00Z,NA,NA,NA,0.59,121,NA,NA,16.4,96.98,1.281,442,436
NA,2024-05-10T18:15:00Z,NA,NA,NA,0.67,209.7,NA,NA,17.4,96.98,1.324,441,434
NA,2024-05-10T18:30:00Z,NA,NA,NA,0.75,240.6,NA,NA,17.6,96.98,1.264,441,434
NA,2024-05-10T18:45:00Z,NA,NA,NA,0.75,130.4,NA,NA,17.4,96.99,1.232,441,435
NA,2024-05-10T19:00:00Z,NA,NA,NA,0.62,30.9,NA,NA,16,97,1.2,442,437
NA,2024-05-10T19:15:00Z,NA,NA,NA,0.58,24.5,NA,NA,15.6,97,1.192,442,437
NA,2024-05-10T19:30:00Z,NA,NA,NA,0.52,26.9,NA,NA,15.3,97.02,1.218,442,437
NA,2024-05-10T19:45:00Z,NA,NA,NA,0.44,38.5,NA,NA,15.1,97.02,1.27,443,437
NA,2024-05-10T20:00:00Z,NA,NA,NA,0.38,11.7,NA,NA,14.5,97.02,1.267,443,438
NA,2024-05-10T20:15:00Z,NA,NA,NA,0.34,10.8,NA,NA,13.9,97.03,1.253,443,438
NA,2024-05-10T20:30:00Z,NA,NA,NA,0.27,4.6,NA,NA,13.4,97.04,1.265,444,439
NA,2024-05-10T20:45:00Z,NA,NA,NA,0.22,0,NA,NA,12.8,97.05,1.259,444,439
NA,2024-05-10T21:00:00Z,NA,NA,NA,0.18,0,NA,NA,12.4,97.06,1.258,445,440
NA,2024-05-10T21:15:00Z,NA,NA,NA,0.14,0,NA,NA,11.9,97.07,1.26,446,440
NA,2024-05-10T21:30:00Z,NA,NA,NA,0.11,0,NA,NA,11.6,97.06,1.259,448,443
NA,2024-05-10T21:45:00Z,NA,NA,NA,0.08,0,NA,NA,11.4,97.06,1.26,454,447
NA,2024-05-10T22:00:00Z,NA,NA,NA,0.07,0,NA,NA,11.1,97.06,1.251,458,450
NA,2024-05-10T22:15:00Z,NA,NA,NA,0.06,0,NA,NA,10.8,97.06,1.24,462,453
NA,2024-05-10T22:30:00Z,NA,NA,NA,0.05,0,NA,NA,10.5,97.07,1.223,468,457
NA,2024-05-10T22:45:00Z,NA,NA,NA,0.04,0,NA,NA,10.2,97.08,1.198,474,462
NA,2024-05-10T23:00:00Z,NA,NA,NA,0.04,0,NA,NA,9.9,97.08,1.183,480,469
NA,2024-05-10T23:15:00Z,NA,NA,NA,0.04,0,NA,NA,9.8,97.08,1.179,486,477
NA,2024-05-10T23:30:00Z,NA,NA,NA,0.03,0,NA,NA,9.5,97.08,1.158,493,483
NA,2024-05-10T23:45:00Z,NA,NA,NA,0.03,0,NA,NA,9.2,97.08,1.139,502,488
NA,2024-05-11T00:00:00Z,NA,NA,NA,0.02,0,NA,NA,9,97.08,1.121,509,493
NA,2024-05-11T00:15:00Z,NA,NA,NA,0.02,0,NA,NA,8.9,97.09,1.119,517,497
NA,2024-05-11T00:30:00Z,NA,NA,NA,0.02,0,NA,NA,8.8,97.09,1.111,524,502
NA,2024-05-11T00:45:00Z,NA,NA,NA,0.02,0,NA,NA,8.5,97.1,1.095,533,505
NA,2024-05-11T01:00:00Z,NA,NA,NA,0.01,0,NA,NA,8.4,97.11,1.086,541,509
NA,2024-05-11T01:15:00Z,NA,NA,NA,0.01,0,NA,NA,8.2,97.11,1.077,555,511
NA,2024-05-11T01:30:00Z,NA,NA,NA,0.01,0,NA,NA,8.2,97.11,1.078,567,514
NA,2024-05-11T01:45:00Z,NA,NA,NA,0.01,0,NA,NA,8.2,97.11,1.073,576,517
NA,2024-05-11T02:00:00Z,NA,NA,NA,0.01,0,NA,NA,8,97.09,1.061,586,521
NA,2024-05-11T02:15:00Z,NA,NA,NA,0.01,0,NA,NA,7.9,97.08,1.058,596,525
NA,2024-05-11T02:30:00Z,NA,NA,NA,0.01,0,NA,NA,7.7,97.06,1.044,615,527
NA,2024-05-11T02:45:00Z,NA,NA,NA,0.01,0,NA,NA,7.6,97.05,1.041,633,530
NA,2024-05-11T03:00:00Z,NA,NA,NA,0,0,NA,NA,7.6,97.05,1.035,652,532
NA,2024-05-11T03:15:00Z,NA,NA,NA,0,0,NA,NA,7.5,97.06,1.035,673,534
NA,2024-05-11T03:30:00Z,NA,NA,NA,0,0,NA,NA,7.7,97.07,1.044,688,535
NA,2024-05-11T03:45:00Z,NA,NA,NA,0,0,NA,NA,7.5,97.06,1.031,699,537
NA,2024-05-11T04:00:00Z,NA,NA,NA,0,0,NA,NA,7.3,97.06,1.019,711,539
NA,2024-05-11T04:15:00Z,NA,NA,NA,0,0,NA,NA,7.1,97.07,1.01,722,541
NA,2024-05-11T04:30:00Z,NA,NA,NA,0,0,NA,NA,7,97.06,1.003,733,542
NA,2024-05-11T04:45:00Z,NA,NA,NA,0,0,NA,NA,6.9,97.06,0.994,745,544
NA,2024-05-11T05:00:00Z,NA,NA,NA,0,0,NA,NA,6.8,97.05,0.986,759,546
NA,2024-05-11T05:15:00Z,NA,NA,NA,0,0,NA,NA,6.7,97.05,0.98,759,547
NA,2024-05-11T05:30:00Z,NA,NA,NA,0,0,NA,NA,6.5,97.05,0.97,764,549
NA,2024-05-11T05:45:00Z,NA,NA,NA,0,0,NA,NA,6.4,97.04,0.965,767,552
NA,2024-05-11T06:00:00Z,NA,NA,NA,0,0,NA,NA,6.3,97.04,0.951,751,554
NA,2024-05-11T06:15:00Z,NA,NA,NA,0,0,NA,NA,6.2,97.04,0.947,740,556
NA,2024-05-11T06:30:00Z,NA,NA,NA,0,0,NA,NA,6.2,97.04,0.946,729,558
NA,2024-05-11T06:45:00Z,NA,NA,NA,0,5.5,NA,NA,6.2,97.05,0.947,714,558
NA,2024-05-11T07:00:00Z,NA,NA,NA,0,9.2,NA,NA,6.4,97.05,0.959,707,559
NA,2024-05-11T07:15:00Z,NA,NA,NA,0,18.7,NA,NA,6.5,97.05,0.97,699,559
NA,2024-05-11T07:30:00Z,NA,NA,NA,0,37,NA,NA,6.8,97.05,0.987,691,558
NA,2024-05-11T07:45:00Z,NA,NA,NA,0,52.9,NA,NA,7.1,97.05,1.01,681,555
NA,2024-05-11T08:00:00Z,NA,NA,NA,0,58,NA,NA,7.6,97.05,1.042,677,552
NA,2024-05-11T08:15:00Z,NA,NA,NA,0,92.8,NA,NA,8,97.05,1.076,658,547
NA,2024-05-11T08:30:00Z,NA,NA,NA,0,110,NA,NA,8.8,97.05,1.13,628,535
NA,2024-05-11T08:45:00Z,NA,NA,NA,0,262.9,NA,NA,9.5,97.05,1.189,578,485
NA,2024-05-11T09:00:00Z,NA,NA,NA,0,331.8,NA,NA,10.7,97.05,1.288,561,440
NA,2024-05-11T09:15:00Z,NA,NA,NA,0,437.8,NA,NA,11.5,97.05,1.353,546,437
NA,2024-05-11T09:30:00Z,NA,NA,NA,0.01,326.1,NA,NA,12.5,97.05,1.436,532,437
NA,2024-05-11T09:45:00Z,NA,NA,NA,0.11,545.3,NA,NA,13.5,97.04,1.43,511,436
NA,2024-05-11T10:00:00Z,NA,NA,NA,0.24,433.4,NA,NA,14.3,97.02,1.388,479,436
NA,2024-05-11T10:15:00Z,NA,NA,NA,0.33,697.3,NA,NA,15,97,1.37,440,436
NA,2024-05-11T10:30:00Z,NA,NA,NA,0.41,751.5,NA,NA,15.7,96.99,1.371,439,436
NA,2024-05-11T10:45:00Z,NA,NA,NA,0.49,776.6,NA,NA,16.5,96.99,1.393,439,435
NA,2024-05-11T11:00:00Z,NA,NA,NA,0.53,578.2,NA,NA,16.9,96.99,1.387,439,436
NA,2024-05-11T11:15:00Z,NA,NA,NA,0.61,830.4,NA,NA,17.5,96.99,1.388,438,435
NA,2024-05-11T11:30:00Z,NA,NA,NA,0.71,833.5,NA,NA,17.7,96.98,1.312,438,434
NA,2024-05-11T11:45:00Z,NA,NA,NA,0.77,390.4,NA,NA,17.9,96.97,1.281,441,435
NA,2024-05-11T12:00:00Z,NA,NA,NA,0.72,168.6,NA,NA,17.4,96.98,1.265,441,435
NA,2024-05-11T12:15:00Z,NA,NA,NA,0.76,451.2,NA,NA,17.6,96.96,1.256,441,436
NA,2024-05-11T12:30:00Z,NA,NA,NA,0.79,400.5,NA,NA,18,96.95,1.278,441,435
NA,2024-05-11T12:45:00Z,NA,NA,NA,0.75,369.3,NA,NA,18,96.93,1.305,441,435
NA,2024-05-11T13:00:00Z,NA,NA,NA,0.77,371.5,NA,NA,18.1,96.91,1.304,440,435
NA,2024-05-11T13:15:00Z,NA,NA,NA,0.83,327,NA,NA,18.5,96.9,1.293,441,435
NA,2024-05-11T13:30:00Z,NA,NA,NA,0.8,164.6,NA,NA,18.1,96.9,1.268,441,436
NA,2024-05-11T13:45:00Z,NA,NA,NA,0.78,139.7,NA,NA,18,96.89,1.288,441,436
NA,2024-05-11T14:00:00Z,NA,NA,NA,0.78,202.5,NA,NA,18.2,96.89,1.305,441,435
NA,2024-05-11T14:15:00Z,NA,NA,NA,0.78,153.8,NA,NA,18.2,96.88,1.316,441,435
NA,2024-05-11T14:30:00Z,NA,NA,NA,0.78,221.2,NA,NA,18.4,96.85,1.335,441,436
NA,2024-05-11T14:45:00Z,NA,NA,NA,0.8,266.2,NA,NA,18.4,96.85,1.322,441,436
NA,2024-05-11T15:00:00Z,NA,NA,NA,0.74,78.6,NA,NA,18.1,96.85,1.333,473,436
NA,2024-05-11T15:15:00Z,NA,NA,NA,0.64,62.4,NA,NA,17.8,96.85,1.39,521,436
NA,2024-05-11T15:30:00Z,NA,NA,NA,0.44,256.9,NA,NA,16.8,96.87,1.471,484,436
NA,2024-05-11T15:45:00Z,NA,NA,NA,0.47,297.4,NA,NA,17.8,96.85,1.57,441,435
NA,2024-05-11T16:00:00Z,NA,NA,NA,0.63,292.1,NA,NA,19,96.83,1.56,441,435
NA,2024-05-11T16:15:00Z,NA,NA,NA,0.71,291,NA,NA,19,96.81,1.496,441,435
NA,2024-05-11T16:30:00Z,NA,NA,NA,0.77,513.8,NA,NA,19.5,96.79,1.499,440,434
NA,2024-05-11T16:45:00Z,NA,NA,NA,0.77,691.8,NA,NA,19.8,96.78,1.532,441,435
NA,2024-05-11T17:00:00Z,NA,NA,NA,0.83,312.7,NA,NA,20.2,96.78,1.533,441,435
NA,2024-05-11T17:15:00Z,NA,NA,NA,0.79,89.7,NA,NA,19.6,96.78,1.488,441,436
NA,2024-05-11T17:30:00Z,NA,NA,NA,0.78,135.1,NA,NA,19.4,96.78,1.475,441,435
NA,2024-05-11T17:45:00Z,NA,NA,NA,0.83,176.1,NA,NA,19.8,96.78,1.472,441,435
NA,2024-05-11T18:00:00Z,NA,NA,NA,1.15,167,NA,NA,20.6,96.79,1.267,440,433
NA,2024-05-11T18:15:00Z,NA,NA,NA,1.38,260.9,NA,NA,20.8,96.8,1.078,439,433
NA,2024-05-11T18:30:00Z,NA,NA,NA,1.44,269.9,NA,NA,21.1,96.8,1.053,439,433
NA,2024-05-11T18:45:00Z,NA,NA,NA,1.45,257.3,NA,NA,21,96.81,1.041,439,433
NA,2024-05-11T19:00:00Z,NA,NA,NA,1.41,160.2,NA,NA,20.6,96.82,1.018,439,433
NA,2024-05-11T19:15:00Z,NA,NA,NA,1.36,105.7,NA,NA,20.2,96.84,1.011,439,434
NA,2024-05-11T19:30:00Z,NA,NA,NA,1.32,99.2,NA,NA,19.9,96.86,1.006,439,434
NA,2024-05-11T19:45:00Z,NA,NA,NA,1.29,53.5,NA,NA,19.8,96.87,1.014,439,434
NA,2024-05-11T20:00:00Z,NA,NA,NA,1.2,16.7,NA,NA,19,96.89,0.991,440,434
NA,2024-05-11T20:15:00Z,NA,NA,NA,1.18,11.2,NA,NA,18.6,96.91,0.961,440,434
NA,2024-05-11T20:30:00Z,NA,NA,NA,1.2,4.8,NA,NA,18.5,96.93,0.926,440,434
NA,2024-05-11T20:45:00Z,NA,NA,NA,1.12,0,NA,NA,17.8,96.94,0.92,440,435
NA,2024-05-11T21:00:00Z,NA,NA,NA,0.96,0,NA,NA,16.8,96.96,0.953,440,435
NA,2024-05-11T21:15:00Z,NA,NA,NA,0.77,0,NA,NA,15.6,96.98,1.008,441,436
NA,2024-05-11T21:30:00Z,NA,NA,NA,0.59,0,NA,NA,14.6,97,1.062,442,437
NA,2024-05-11T21:45:00Z,NA,NA,NA,0.49,0,NA,NA,13.7,97.02,1.078,442,437
NA,2024-05-11T22:00:00Z,NA,NA,NA,0.41,0,NA,NA,13.1,97.03,1.096,442,437
NA,2024-05-11T22:15:00Z,NA,NA,NA,0.34,0,NA,NA,12.5,97.05,1.111,443,438
NA,2024-05-11T22:30:00Z,NA,NA,NA,0.28,0,NA,NA,12.1,97.07,1.129,443,438
NA,2024-05-11T22:45:00Z,NA,NA,NA,0.25,0,NA,NA,11.8,97.08,1.135,443,439
NA,2024-05-11T23:00:00Z,NA,NA,NA,0.21,0,NA,NA,11.4,97.08,1.142,444,439
NA,2024-05-11T23:15:00Z,NA,NA,NA,0.17,0,NA,NA,11,97.1,1.141,445,440
NA,2024-05-11T23:30:00Z,NA,NA,NA,0.13,0,NA,NA,10.6,97.11,1.154,445,440
NA,2024-05-11T23:45:00Z,NA,NA,NA,0.11,0,NA,NA,10.2,97.11,1.134,446,441
NA,2024-05-12T00:00:00Z,NA,NA,NA,0.09,0,NA,NA,9.9,97.12,1.125,450,444
NA,2024-05-12T00:15:00Z,NA,NA,NA,0.07,0,NA,NA,9.7,97.12,1.129,454,449
NA,2024-05-12T00:30:00Z,NA,NA,NA,0.07,0,NA,NA,9.5,97.12,1.119,458,453
NA,2024-05-12T00:45:00Z,NA,NA,NA,0.06,0,NA,NA,9.1,97.13,1.102,464,457
NA,2024-05-12T01:00:00Z,NA,NA,NA,0.05,0,NA,NA,8.9,97.13,1.09,469,461
NA,2024-05-12T01:15:00Z,NA,NA,NA,0.05,0,NA,NA,8.7,97.13,1.08,474,465
NA,2024-05-12T01:30:00Z,NA,NA,NA,0.04,0,NA,NA,8.5,97.13,1.066,479,469
NA,2024-05-12T01:45:00Z,NA,NA,NA,0.04,0,NA,NA,8.2,97.13,1.051,485,472
NA,2024-05-12T02:00:00Z,NA,NA,NA,0.03,0,NA,NA,8.1,97.13,1.049,491,476
NA,2024-05-12T02:15:00Z,NA,NA,NA,0.03,0,NA,NA,8,97.12,1.047,496,480
NA,2024-05-12T02:30:00Z,NA,NA,NA,0.03,0,NA,NA,7.8,97.12,1.031,502,485
NA,2024-05-12T02:45:00Z,NA,NA,NA,0.02,0,NA,NA,7.6,97.11,1.02,509,488
NA,2024-05-12T03:00:00Z,NA,NA,NA,0.02,0,NA,NA,7.5,97.09,1.014,515,493
NA,2024-05-12T03:15:00Z,NA,NA,NA,0.02,0,NA,NA,7.3,97.08,1.006,521,497
NA,2024-05-12T03:30:00Z,NA,NA,NA,0.02,0,NA,NA,7.2,97.08,1,528,501
NA,2024-05-12T03:45:00Z,NA,NA,NA,0.02,0,NA,NA,7.1,97.07,0.99,534,505
NA,2024-05-12T04:00:00Z,NA,NA,NA,0.01,0,NA,NA,7,97.07,0.988,541,508
NA,2024-05-12T04:15:00Z,NA,NA,NA,0.01,0,NA,NA,6.8,97.08,0.976,548,511
NA,2024-05-12T04:30:00Z,NA,NA,NA,0.01,0,NA,NA,6.7,97.08,0.967,555,515
NA,2024-05-12T04:45:00Z,NA,NA,NA,0.01,0,NA,NA,6.5,97.09,0.956,562,519
NA,2024-05-12T05:00:00Z,NA,NA,NA,0.01,0,NA,NA,6.4,97.11,0.954,569,523
NA,2024-05-12T05:15:00Z,NA,NA,NA,0.01,0,NA,NA,6.3,97.13,0.948,576,527
NA,2024-05-12T05:30:00Z,NA,NA,NA,0.01,0,NA,NA,6.3,97.16,0.948,584,530
NA,2024-05-12T05:45:00Z,NA,NA,NA,0.01,0,NA,NA,6.1,97.18,0.935,592,534
NA,2024-05-12T06:00:00Z,NA,NA,NA,0,0,NA,NA,6.1,97.2,0.935,600,538
NA,2024-05-12T06:15:00Z,NA,NA,NA,0,0,NA,NA,6,97.22,0.932,608,541
NA,2024-05-12T06:30:00Z,NA,NA,NA,0,0,NA,NA,6,97.24,0.93,616,545
NA,2024-05-12T06:45:00Z,NA,NA,NA,0,6.8,NA,NA,5.9,97.26,0.922,624,548
NA,2024-05-12T07:00:00Z,NA,NA,NA,0,12.1,NA,NA,5.9,97.28,0.926,631,550
NA,2024-05-12T07:15:00Z,NA,NA,NA,0,16.3,NA,NA,5.8,97.3,0.923,636,553
NA,2024-05-12T07:30:00Z,NA,NA,NA,0,20,NA,NA,5.9,97.31,0.929,640,554
NA,2024-05-12T07:45:00Z,NA,NA,NA,0,24.9,NA,NA,6.2,97.32,0.944,643,555
NA,2024-05-12T08:00:00Z,NA,NA,NA,0,57.7,NA,NA,6.5,97.33,0.966,643,554
NA,2024-05-12T08:15:00Z,NA,NA,NA,0,240.2,NA,NA,7.6,97.34,1.043,612,516
NA,2024-05-12T08:30:00Z,NA,NA,NA,0,329.4,NA,NA,9.6,97.36,1.191,516,442
NA,2024-05-12T08:45:00Z,NA,NA,NA,0.01,371.7,NA,NA,10.1,97.37,1.226,441,438
NA,2024-05-12T09:00:00Z,NA,NA,NA,0.04,428.6,NA,NA,12.5,97.39,1.403,440,436
NA,2024-05-12T09:15:00Z,NA,NA,NA,0.23,458.9,NA,NA,14.2,97.41,1.386,439,435
NA,2024-05-12T09:30:00Z,NA,NA,NA,0.41,408.9,NA,NA,15.8,97.42,1.392,436,434
NA,2024-05-12T09:45:00Z,NA,NA,NA,0.45,516.4,NA,NA,15.2,97.44,1.274,436,434
NA,2024-05-12T10:00:00Z,NA,NA,NA,0.47,484.1,NA,NA,15.7,97.45,1.315,436,433
NA,2024-05-12T10:15:00Z,NA,NA,NA,0.54,558.1,NA,NA,16.4,97.45,1.327,437,433
NA,2024-05-12T10:30:00Z,NA,NA,NA,0.78,736.1,NA,NA,17.6,97.45,1.235,436,433
NA,2024-05-12T10:45:00Z,NA,NA,NA,0.99,780.9,NA,NA,19,97.45,1.206,435,432
NA,2024-05-12T11:00:00Z,NA,NA,NA,1.13,820.5,NA,NA,19.4,97.45,1.113,434,431
NA,2024-05-12T11:15:00Z,NA,NA,NA,1.2,866.5,NA,NA,19.6,97.45,1.079,434,431
NA,2024-05-12T11:30:00Z,NA,NA,NA,1.24,903.4,NA,NA,19.9,97.45,1.083,434,431
NA,2024-05-12T11:45:00Z,NA,NA,NA,1.2,941.5,NA,NA,19.4,97.45,1.048,434,431
NA,2024-05-12T12:00:00Z,NA,NA,NA,1.32,979.1,NA,NA,20.6,97.45,1.099,434,430
NA,2024-05-12T12:15:00Z,NA,NA,NA,1.37,1009.8,NA,NA,20.6,97.44,1.043,434,430
NA,2024-05-12T12:30:00Z,NA,NA,NA,1.44,1036.6,NA,NA,20.8,97.43,1.021,434,431
NA,2024-05-12T12:45:00Z,NA,NA,NA,1.51,1051.9,NA,NA,21.2,97.43,1.011,433,431
NA,2024-05-12T13:00:00Z,NA,NA,NA,1.53,567.8,NA,NA,21.6,97.42,1.047,434,431
NA,2024-05-12T13:15:00Z,NA,NA,NA,1.51,405.6,NA,NA,21.5,97.41,1.049,436,432
NA,2024-05-12T13:30:00Z,NA,NA,NA,1.51,611.8,NA,NA,21.4,97.4,1.041,436,432
NA,2024-05-12T13:45:00Z,NA,NA,NA,1.47,439.1,NA,NA,21,97.4,1.02,437,432
NA,2024-05-12T14:00:00Z,NA,NA,NA,1.47,726.9,NA,NA,21.1,97.39,1.028,437,432
NA,2024-05-12T14:15:00Z,NA,NA,NA,1.55,551.3,NA,NA,21.5,97.38,1.013,437,432
NA,2024-05-12T14:30:00Z,NA,NA,NA,1.61,895.6,NA,NA,21.8,97.37,1.01,437,432
NA,2024-05-12T14:45:00Z,NA,NA,NA,1.66,850.9,NA,NA,22.4,97.36,1.05,437,432
NA,2024-05-12T15:00:00Z,NA,NA,NA,1.71,607.9,NA,NA,22.7,97.35,1.046,437,432
NA,2024-05-12T15:15:00Z,NA,NA,NA,1.73,916.6,NA,NA,22.8,97.33,1.038,437,431
NA,2024-05-12T15:30:00Z,NA,NA,NA,1.78,919.2,NA,NA,23,97.31,1.034,437,431
NA,2024-05-12T15:45:00Z,NA,NA,NA,1.68,223.4,NA,NA,22.5,97.3,1.046,437,432
NA,2024-05-12T16:00:00Z,NA,NA,NA,1.63,195.2,NA,NA,22.4,97.3,1.071,437,432
NA,2024-05-12T16:15:00Z,NA,NA,NA,1.63,241.9,NA,NA,22.4,97.29,1.068,437,431
NA,2024-05-12T16:30:00Z,NA,NA,NA,1.71,326.5,NA,NA,22.7,97.28,1.044,437,431
NA,2024-05-12T16:45:00Z,NA,NA,NA,1.72,685.2,NA,NA,22.7,97.28,1.032,437,431
NA,2024-05-12T17:00:00Z,NA,NA,NA,1.76,556.3,NA,NA,23.2,97.26,1.085,437,431
NA,2024-05-12T17:15:00Z,NA,NA,NA,1.71,171.8,NA,NA,23,97.26,1.094,437,431
NA,2024-05-12T17:30:00Z,NA,NA,NA,1.67,235.1,NA,NA,23,97.24,1.141,437,432
NA,2024-05-12T17:45:00Z,NA,NA,NA,1.68,135.9,NA,NA,22.9,97.25,1.118,437,432
