...1,Timestamp,Air TempC,VPD,Vapor Pressure,Atmos Pressure,Wetness Level 2,Solar,Wetness Level 1,Atmos.Pressure,Air.TempC,Vapor.Pressure,Wetness.Level.2,Wetness.Level.1
NA,2024-05-10T13:30:00Z,NA,0.35,NA,NA,NA,47.8,NA,96.33,14.1,1.262,439,447
NA,2024-05-10T13:45:00Z,NA,0.32,NA,NA,NA,69.8,NA,96.35,13.8,1.26,439,447
NA,2024-05-10T14:00:00Z,NA,0.27,NA,NA,NA,44.7,NA,96.36,13.4,1.257,439,448
NA,2024-05-10T14:15:00Z,NA,0.2,NA,NA,NA,68.8,NA,96.39,12.4,1.243,439,448
NA,2024-05-10T14:30:00Z,NA,0.21,NA,NA,NA,113.9,NA,96.4,12.7,1.254,439,448
NA,2024-05-10T14:45:00Z,NA,0.26,NA,NA,NA,65.6,NA,96.41,13,1.236,439,448
NA,2024-05-10T15:00:00Z,NA,0.26,NA,NA,NA,49.1,NA,96.42,12.8,1.216,439,448
NA,2024-05-10T15:15:00Z,NA,0.29,NA,NA,NA,109.7,NA,96.44,13,1.203,439,447
NA,2024-05-10T15:30:00Z,NA,0.34,NA,NA,NA,106.6,NA,96.44,13.4,1.194,438,447
NA,2024-05-10T15:45:00Z,NA,0.34,NA,NA,NA,81.3,NA,96.43,13.6,1.212,438,447
NA,2024-05-10T16:00:00Z,NA,0.35,NA,NA,NA,71.4,NA,96.43,14,1.249,438,447
NA,2024-05-10T16:15:00Z,NA,0.35,NA,NA,NA,67,NA,96.42,13.6,1.216,439,447
NA,2024-05-10T16:30:00Z,NA,0.41,NA,NA,NA,129.1,NA,96.4,14.4,1.231,436,445
NA,2024-05-10T16:45:00Z,NA,0.45,NA,NA,NA,48,NA,96.41,15,1.25,438,446
NA,2024-05-10T17:00:00Z,NA,0.47,NA,NA,NA,126.9,NA,96.41,15.3,1.262,437,446
NA,2024-05-10T17:15:00Z,NA,0.55,NA,NA,NA,130.2,NA,96.41,16.3,1.308,437,446
NA,2024-05-10T17:30:00Z,NA,0.57,NA,NA,NA,77.6,NA,96.41,16.2,1.271,436,446
NA,2024-05-10T17:45:00Z,NA,0.6,NA,NA,NA,67.2,NA,96.4,16.2,1.242,437,446
NA,2024-05-10T18:00:00Z,NA,0.65,NA,NA,NA,100.7,NA,96.4,15.7,1.128,437,445
NA,2024-05-10T18:15:00Z,NA,0.65,NA,NA,NA,80.2,NA,96.41,16.3,1.203,437,445
NA,2024-05-10T18:30:00Z,NA,0.7,NA,NA,NA,78.4,NA,96.41,16.5,1.176,437,445
NA,2024-05-10T18:45:00Z,NA,0.67,NA,NA,NA,50,NA,96.42,16.4,1.192,437,446
NA,2024-05-10T19:00:00Z,NA,0.62,NA,NA,NA,15.4,NA,96.43,15.6,1.158,438,446
NA,2024-05-10T19:15:00Z,NA,0.58,NA,NA,NA,13.7,NA,96.43,15.3,1.154,438,446
NA,2024-05-10T19:30:00Z,NA,0.57,NA,NA,NA,14.6,NA,96.44,15.2,1.155,438,446
NA,2024-05-10T19:45:00Z,NA,0.56,NA,NA,NA,19.8,NA,96.44,15.2,1.161,438,446
NA,2024-05-10T20:00:00Z,NA,0.54,NA,NA,NA,9.3,NA,96.45,15,1.156,438,446
NA,2024-05-10T20:15:00Z,NA,0.48,NA,NA,NA,14.5,NA,96.46,14.6,1.178,438,446
NA,2024-05-10T20:30:00Z,NA,0.43,NA,NA,NA,0.9,NA,96.47,14.3,1.191,438,447
NA,2024-05-10T20:45:00Z,NA,0.36,NA,NA,NA,0,NA,96.48,13.8,1.221,439,447
NA,2024-05-10T21:00:00Z,NA,0.31,NA,NA,NA,0,NA,96.49,13.4,1.236,439,448
NA,2024-05-10T21:15:00Z,NA,0.27,NA,NA,NA,0,NA,96.49,13.1,1.243,439,448
NA,2024-05-10T21:30:00Z,NA,0.23,NA,NA,NA,0,NA,96.49,12.9,1.254,439,448
NA,2024-05-10T21:45:00Z,NA,0.15,NA,NA,NA,0,NA,96.48,11.9,1.241,440,449
NA,2024-05-10T22:00:00Z,NA,0.13,NA,NA,NA,0,NA,96.48,11.6,1.24,440,449
NA,2024-05-10T22:15:00Z,NA,0.12,NA,NA,NA,0,NA,96.48,11.4,1.227,441,450
NA,2024-05-10T22:30:00Z,NA,0.08,NA,NA,NA,0,NA,96.49,11,1.227,440,450
NA,2024-05-10T22:45:00Z,NA,0.11,NA,NA,NA,0,NA,96.5,11,1.205,440,449
NA,2024-05-10T23:00:00Z,NA,0.13,NA,NA,NA,0,NA,96.5,11.2,1.195,441,450
NA,2024-05-10T23:15:00Z,NA,0.09,NA,NA,NA,0,NA,96.5,10.8,1.211,442,452
NA,2024-05-10T23:30:00Z,NA,0.06,NA,NA,NA,0,NA,96.5,10.5,1.214,442,452
NA,2024-05-10T23:45:00Z,NA,0.05,NA,NA,NA,0,NA,96.5,10.4,1.211,442,452
NA,2024-05-11T00:00:00Z,NA,0.05,NA,NA,NA,0,NA,96.5,10.1,1.19,443,454
NA,2024-05-11T00:15:00Z,NA,0.04,NA,NA,NA,0,NA,96.51,9.9,1.18,444,456
NA,2024-05-11T00:15:00Z,NA,0.04,NA,NA,NA,0,NA,96.51,9.8,1.174,444,456
NA,2024-05-11T00:30:00Z,NA,0.03,NA,NA,NA,0,NA,96.51,9.7,1.17,445,458
NA,2024-05-11T00:45:00Z,NA,0.03,NA,NA,NA,0,NA,96.52,9.4,1.152,445,459
NA,2024-05-11T01:00:00Z,NA,0.03,NA,NA,NA,0,NA,96.53,9.4,1.149,446,461
NA,2024-05-11T01:15:00Z,NA,0.03,NA,NA,NA,0,NA,96.53,9.3,1.145,446,462
NA,2024-05-11T01:30:00Z,NA,0.02,NA,NA,NA,0,NA,96.52,9,1.127,446,463
NA,2024-05-11T01:45:00Z,NA,0.02,NA,NA,NA,0,NA,96.52,8.8,1.109,446,464
NA,2024-05-11T02:00:00Z,NA,0.02,NA,NA,NA,0,NA,96.51,8.7,1.105,447,465
NA,2024-05-11T02:15:00Z,NA,0.02,NA,NA,NA,0,NA,96.5,8.5,1.093,447,467
NA,2024-05-11T02:30:00Z,NA,0.02,NA,NA,NA,0,NA,96.48,8.3,1.078,447,468
NA,2024-05-11T02:45:00Z,NA,0.02,NA,NA,NA,0,NA,96.47,8,1.053,448,470
NA,2024-05-11T03:00:00Z,NA,0.01,NA,NA,NA,0,NA,96.47,7.7,1.037,450,475
NA,2024-05-11T03:15:00Z,NA,0.01,NA,NA,NA,0,NA,96.47,7.5,1.026,451,482
NA,2024-05-11T03:30:00Z,NA,0.01,NA,NA,NA,0,NA,96.47,7.4,1.016,452,488
NA,2024-05-11T03:45:00Z,NA,0.01,NA,NA,NA,0,NA,96.47,7.3,1.011,453,492
NA,2024-05-11T04:00:00Z,NA,0.01,NA,NA,NA,0,NA,96.47,7.3,1.01,455,494
NA,2024-05-11T04:15:00Z,NA,0.01,NA,NA,NA,0,NA,96.48,7.2,1.002,455,496
NA,2024-05-11T04:30:00Z,NA,0.01,NA,NA,NA,0,NA,96.47,7.1,0.994,457,500
NA,2024-05-11T04:45:00Z,NA,0.01,NA,NA,NA,0,NA,96.47,7,0.987,458,504
NA,2024-05-11T05:00:00Z,NA,0.01,NA,NA,NA,0,NA,96.46,6.8,0.977,459,515
NA,2024-05-11T05:15:00Z,NA,0.01,NA,NA,NA,0,NA,96.46,6.8,0.974,460,519
NA,2024-05-11T05:30:00Z,NA,0.01,NA,NA,NA,0,NA,96.46,6.7,0.97,461,523
NA,2024-05-11T05:45:00Z,NA,0.01,NA,NA,NA,0,NA,96.45,6.7,0.968,462,528
NA,2024-05-11T06:00:00Z,NA,0.01,NA,NA,NA,0,NA,96.45,6.7,0.968,463,531
NA,2024-05-11T06:15:00Z,NA,0.01,NA,NA,NA,0,NA,96.45,6.8,0.975,464,534
NA,2024-05-11T06:30:00Z,NA,0.01,NA,NA,NA,0,NA,96.45,7.3,1.007,463,533
NA,2024-05-11T06:45:00Z,NA,0.01,NA,NA,NA,3.1,NA,96.46,7.2,1,462,532
NA,2024-05-11T07:00:00Z,NA,0.01,NA,NA,NA,5.3,NA,96.46,7.1,0.998,459,529
NA,2024-05-11T07:15:00Z,NA,0.01,NA,NA,NA,12.5,NA,96.46,7.5,1.026,454,525
NA,2024-05-11T07:30:00Z,NA,0.01,NA,NA,NA,30.9,NA,96.47,8.1,1.069,445,513
NA,2024-05-11T07:45:00Z,NA,0.01,NA,NA,NA,31.1,NA,96.47,8.4,1.087,442,501
NA,2024-05-11T08:00:00Z,NA,0.01,NA,NA,NA,34.1,NA,96.47,8.6,1.102,441,484
NA,2024-05-11T08:15:00Z,NA,0.01,NA,NA,NA,48.5,NA,96.47,8.9,1.125,441,461
NA,2024-05-11T08:30:00Z,NA,0.01,NA,NA,NA,58,NA,96.47,9.4,1.16,441,452
NA,2024-05-11T08:45:00Z,NA,0.01,NA,NA,NA,66.5,NA,96.47,9.8,1.193,441,451
NA,2024-05-11T09:00:00Z,NA,0.02,NA,NA,NA,103.6,NA,96.47,10.4,1.245,441,451
NA,2024-05-11T09:15:00Z,NA,0.04,NA,NA,NA,131.5,NA,96.47,11.2,1.287,441,450
NA,2024-05-11T09:30:00Z,NA,0.1,NA,NA,NA,203.2,NA,96.46,12.2,1.318,440,450
NA,2024-05-11T09:45:00Z,NA,0.16,NA,NA,NA,169.9,NA,96.46,13,1.336,440,449
NA,2024-05-11T10:00:00Z,NA,0.23,NA,NA,NA,152.5,NA,96.45,13.8,1.341,439,449
NA,2024-05-11T10:15:00Z,NA,0.3,NA,NA,NA,221,NA,96.43,14.8,1.38,439,448
NA,2024-05-11T10:30:00Z,NA,0.39,NA,NA,NA,300.8,NA,96.42,15.6,1.38,438,446
NA,2024-05-11T10:45:00Z,NA,0.48,NA,NA,NA,468,NA,96.42,16.1,1.355,438,447
NA,2024-05-11T11:00:00Z,NA,0.52,NA,NA,NA,379,NA,96.42,16.4,1.351,438,446
NA,2024-05-11T11:15:00Z,NA,0.6,NA,NA,NA,618.7,NA,96.42,16.9,1.329,437,445
NA,2024-05-11T11:30:00Z,NA,0.68,NA,NA,NA,471.3,NA,96.41,17.8,1.352,436,445
NA,2024-05-11T11:45:00Z,NA,0.74,NA,NA,NA,144.5,NA,96.41,17.4,1.243,437,446
NA,2024-05-11T12:00:00Z,NA,0.69,NA,NA,NA,91,NA,96.41,16.8,1.215,437,446
NA,2024-05-11T12:15:00Z,NA,0.74,NA,NA,NA,162.2,NA,96.39,17.1,1.217,437,446
NA,2024-05-11T12:30:00Z,NA,0.77,NA,NA,NA,147.8,NA,96.38,17.7,1.252,437,446
NA,2024-05-11T12:45:00Z,NA,0.73,NA,NA,NA,152.9,NA,96.36,17.7,1.287,437,446
NA,2024-05-11T13:00:00Z,NA,0.74,NA,NA,NA,197.2,NA,96.33,17.8,1.3,436,445
NA,2024-05-11T13:15:00Z,NA,0.82,NA,NA,NA,177.1,NA,96.31,18.3,1.276,437,445
NA,2024-05-11T13:30:00Z,NA,0.76,NA,NA,NA,81.1,NA,96.32,17.6,1.246,437,446
NA,2024-05-11T13:45:00Z,NA,0.73,NA,NA,NA,69.2,NA,96.32,17.5,1.264,437,446
NA,2024-05-11T14:00:00Z,NA,0.73,NA,NA,NA,97.6,NA,96.32,17.6,1.274,437,446
NA,2024-05-11T14:15:00Z,NA,0.73,NA,NA,NA,78.4,NA,96.31,17.7,1.298,437,446
NA,2024-05-11T14:30:00Z,NA,0.74,NA,NA,NA,87.9,NA,96.28,17.8,1.296,437,446
NA,2024-05-11T14:45:00Z,NA,0.76,NA,NA,NA,99.6,NA,96.28,17.9,1.286,437,446
NA,2024-05-11T15:00:00Z,NA,0.7,NA,NA,NA,42.1,NA,96.28,17.5,1.297,437,446
NA,2024-05-11T15:15:00Z,NA,0.56,NA,NA,NA,34.1,NA,96.29,17,1.379,440,477
NA,2024-05-11T15:30:00Z,NA,0.35,NA,NA,NA,108.6,NA,96.3,15.6,1.416,444,522
NA,2024-05-11T15:45:00Z,NA,0.4,NA,NA,NA,142.8,NA,96.29,16.6,1.487,437,463
NA,2024-05-11T16:00:00Z,NA,0.54,NA,NA,NA,131.5,NA,96.26,18.1,1.535,437,447
NA,2024-05-11T16:15:00Z,NA,0.64,NA,NA,NA,151.1,NA,96.25,19,1.548,435,446
NA,2024-05-11T16:30:00Z,NA,0.73,NA,NA,NA,158.8,NA,96.23,19.3,1.501,435,445
NA,2024-05-11T16:45:00Z,NA,0.74,NA,NA,NA,136.6,NA,96.22,19.4,1.501,436,445
NA,2024-05-11T17:00:00Z,NA,0.78,NA,NA,NA,133.9,NA,96.22,19.6,1.495,436,445
NA,2024-05-11T17:15:00Z,NA,0.75,NA,NA,NA,36.4,NA,96.22,18.8,1.429,437,446
NA,2024-05-11T17:30:00Z,NA,0.75,NA,NA,NA,76.7,NA,96.22,18.9,1.429,436,446
NA,2024-05-11T17:45:00Z,NA,0.86,NA,NA,NA,88.3,NA,96.23,19.1,1.352,436,445
NA,2024-05-11T18:00:00Z,NA,1.19,NA,NA,NA,147.2,NA,96.24,19.8,1.124,435,444
NA,2024-05-11T18:15:00Z,NA,1.33,NA,NA,NA,79.8,NA,96.24,20.1,1.012,435,443
NA,2024-05-11T18:30:00Z,NA,1.35,NA,NA,NA,74,NA,96.25,20,0.992,435,443
NA,2024-05-11T18:45:00Z,NA,1.34,NA,NA,NA,72.7,NA,96.25,20,0.996,435,443
NA,2024-05-11T19:00:00Z,NA,1.32,NA,NA,NA,61.9,NA,96.26,19.8,0.983,435,443
NA,2024-05-11T19:15:00Z,NA,1.33,NA,NA,NA,56.9,NA,96.28,19.7,0.965,435,443
NA,2024-05-11T19:30:00Z,NA,1.25,NA,NA,NA,40.1,NA,96.29,19.2,0.98,435,443
NA,2024-05-11T19:45:00Z,NA,1.22,NA,NA,NA,36.6,NA,96.31,19,0.974,435,443
NA,2024-05-11T20:00:00Z,NA,1.23,NA,NA,NA,30.4,NA,96.32,18.8,0.938,435,443
NA,2024-05-11T20:15:00Z,NA,1.21,NA,NA,NA,14.8,NA,96.34,18.5,0.921,435,443
NA,2024-05-11T20:30:00Z,NA,1.21,NA,NA,NA,2.7,NA,96.36,18.2,0.881,435,443
NA,2024-05-11T20:45:00Z,NA,1.19,NA,NA,NA,0,NA,96.37,18,0.867,435,443
NA,2024-05-11T21:00:00Z,NA,1.17,NA,NA,NA,0,NA,96.38,17.7,0.857,436,443
NA,2024-05-11T21:15:00Z,NA,1.15,NA,NA,NA,0,NA,96.4,17.4,0.836,435,443
NA,2024-05-11T21:30:00Z,NA,1.14,NA,NA,NA,0,NA,96.42,17.3,0.828,436,443
NA,2024-05-11T21:45:00Z,NA,1.12,NA,NA,NA,0,NA,96.44,17,0.82,436,443
NA,2024-05-11T22:00:00Z,NA,1.08,NA,NA,NA,0,NA,96.46,16.7,0.823,436,443
NA,2024-05-11T22:15:00Z,NA,1.05,NA,NA,NA,0,NA,96.47,16.4,0.817,436,443
NA,2024-05-11T22:30:00Z,NA,0.98,NA,NA,NA,0,NA,96.5,16.1,0.842,436,443
NA,2024-05-11T22:45:00Z,NA,0.96,NA,NA,NA,0,NA,96.51,15.8,0.833,436,443
NA,2024-05-11T23:00:00Z,NA,0.93,NA,NA,NA,0,NA,96.52,15.8,0.861,436,443
NA,2024-05-11T23:15:00Z,NA,0.9,NA,NA,NA,0,NA,96.53,15.4,0.849,436,443
NA,2024-05-11T23:30:00Z,NA,0.88,NA,NA,NA,0,NA,96.54,15.2,0.846,436,443
NA,2024-05-11T23:45:00Z,NA,0.84,NA,NA,NA,0,NA,96.55,14.8,0.843,436,444
NA,2024-05-12T00:00:00Z,NA,0.74,NA,NA,NA,0,NA,96.55,14.2,0.878,437,444
NA,2024-05-12T00:15:00Z,NA,0.56,NA,NA,NA,0,NA,96.56,13.4,0.974,437,445
NA,2024-05-12T00:30:00Z,NA,0.51,NA,NA,NA,0,NA,96.56,12.8,0.97,438,445
NA,2024-05-12T00:45:00Z,NA,0.48,NA,NA,NA,0,NA,96.56,12.4,0.955,438,445
NA,2024-05-12T01:00:00Z,NA,0.41,NA,NA,NA,0,NA,96.57,12.1,1.001,438,446
NA,2024-05-12T01:15:00Z,NA,0.37,NA,NA,NA,0,NA,96.57,11.6,0.993,438,446
NA,2024-05-12T01:30:00Z,NA,0.29,NA,NA,NA,0,NA,96.57,11.2,1.033,439,447
NA,2024-05-12T01:45:00Z,NA,0.27,NA,NA,NA,0,NA,96.57,10.9,1.031,439,447
NA,2024-05-12T02:00:00Z,NA,0.22,NA,NA,NA,0,NA,96.56,10.5,1.051,439,448
NA,2024-05-12T02:15:00Z,NA,0.21,NA,NA,NA,0,NA,96.56,10.1,1.025,439,447
NA,2024-05-12T02:30:00Z,NA,0.21,NA,NA,NA,0,NA,96.55,10,1.021,439,447
NA,2024-05-12T02:45:00Z,NA,0.22,NA,NA,NA,0,NA,96.54,10,1.009,439,447
NA,2024-05-12T03:00:00Z,NA,0.24,NA,NA,NA,0,NA,96.53,10,0.991,439,447
NA,2024-05-12T03:15:00Z,NA,0.24,NA,NA,NA,0,NA,96.51,10,0.984,439,447
NA,2024-05-12T03:30:00Z,NA,0.23,NA,NA,NA,0,NA,96.51,9.9,0.983,439,447
NA,2024-05-12T03:45:00Z,NA,0.24,NA,NA,NA,0,NA,96.51,9.8,0.973,440,448
NA,2024-05-12T04:00:00Z,NA,0.23,NA,NA,NA,0,NA,96.5,9.7,0.973,440,447
NA,2024-05-12T04:15:00Z,NA,0.22,NA,NA,NA,0,NA,96.51,9.4,0.959,440,448
NA,2024-05-12T04:30:00Z,NA,0.2,NA,NA,NA,0,NA,96.51,9.2,0.964,440,448
NA,2024-05-12T04:45:00Z,NA,0.17,NA,NA,NA,0,NA,96.52,9.1,0.979,440,448
NA,2024-05-12T05:00:00Z,NA,0.15,NA,NA,NA,0,NA,96.54,8.8,0.985,440,449
NA,2024-05-12T05:15:00Z,NA,0.13,NA,NA,NA,0,NA,96.56,8.6,0.982,440,449
NA,2024-05-12T05:30:00Z,NA,0.11,NA,NA,NA,0,NA,96.58,8.2,0.98,440,449
NA,2024-05-12T05:45:00Z,NA,0.1,NA,NA,NA,0,NA,96.61,8,0.977,441,450
NA,2024-05-12T06:00:00Z,NA,0.06,NA,NA,NA,0,NA,96.63,7.2,0.953,441,450
NA,2024-05-12T06:15:00Z,NA,0.06,NA,NA,NA,0,NA,96.64,7.6,0.983,441,449
NA,2024-05-12T06:30:00Z,NA,0.08,NA,NA,NA,0,NA,96.66,7.8,0.978,441,449
NA,2024-05-12T06:45:00Z,NA,0.09,NA,NA,NA,4,NA,96.69,7.7,0.963,441,450
NA,2024-05-12T07:00:00Z,NA,0.08,NA,NA,NA,10.8,NA,96.7,7.5,0.958,441,450
NA,2024-05-12T07:15:00Z,NA,0.06,NA,NA,NA,16.5,NA,96.72,7.4,0.966,441,450
NA,2024-05-12T07:30:00Z,NA,0.06,NA,NA,NA,39.6,NA,96.73,7.6,0.981,441,449
NA,2024-05-12T07:45:00Z,NA,0.08,NA,NA,NA,32.8,NA,96.74,8,0.996,441,449
NA,2024-05-12T08:00:00Z,NA,0.09,NA,NA,NA,39,NA,96.76,8.5,1.015,440,449
NA,2024-05-12T08:15:00Z,NA,0.1,NA,NA,NA,46.1,NA,96.77,9.2,1.058,440,449
NA,2024-05-12T08:30:00Z,NA,0.12,NA,NA,NA,67.6,NA,96.78,9.6,1.076,440,448
NA,2024-05-12T08:45:00Z,NA,0.14,NA,NA,NA,131.5,NA,96.79,10.4,1.119,439,448
NA,2024-05-12T09:00:00Z,NA,0.22,NA,NA,NA,101.3,NA,96.81,11.5,1.138,439,447
NA,2024-05-12T09:15:00Z,NA,0.3,NA,NA,NA,143.4,NA,96.83,12.3,1.135,439,447
NA,2024-05-12T09:30:00Z,NA,0.37,NA,NA,NA,209.3,NA,96.84,13.5,1.171,438,447
NA,2024-05-12T09:45:00Z,NA,0.44,NA,NA,NA,167.2,NA,96.86,14.4,1.201,438,446
NA,2024-05-12T10:00:00Z,NA,0.52,NA,NA,NA,154.9,NA,96.87,14.9,1.177,437,446
NA,2024-05-12T10:15:00Z,NA,0.57,NA,NA,NA,257.4,NA,96.88,15.7,1.207,437,445
NA,2024-05-12T10:30:00Z,NA,0.76,NA,NA,NA,218.6,NA,96.88,16.9,1.164,435,444
NA,2024-05-12T10:45:00Z,NA,0.9,NA,NA,NA,451.4,NA,96.88,17.5,1.101,435,443
NA,2024-05-12T11:00:00Z,NA,1.01,NA,NA,NA,224.3,NA,96.89,17.5,0.988,435,442
NA,2024-05-12T11:15:00Z,NA,1.06,NA,NA,NA,366,NA,96.89,17.7,0.956,434,442
NA,2024-05-12T11:30:00Z,NA,1.1,NA,NA,NA,225.6,NA,96.88,18.4,1.015,435,442
NA,2024-05-12T11:45:00Z,NA,1.15,NA,NA,NA,170.5,NA,96.88,18.7,1.011,434,441
NA,2024-05-12T12:00:00Z,NA,1.14,NA,NA,NA,171,NA,96.89,18.2,0.946,434,442
NA,2024-05-12T12:15:00Z,NA,1.2,NA,NA,NA,156,NA,96.88,18.7,0.955,434,442
NA,2024-05-12T12:30:00Z,NA,1.23,NA,NA,NA,158,NA,96.87,18.7,0.924,434,442
NA,2024-05-12T12:45:00Z,NA,1.26,NA,NA,NA,175.4,NA,96.87,18.7,0.898,434,442
NA,2024-05-12T13:00:00Z,NA,1.31,NA,NA,NA,316.2,NA,96.86,19.6,0.968,434,442
NA,2024-05-12T13:15:00Z,NA,1.33,NA,NA,NA,242.1,NA,96.85,19.6,0.955,433,441
NA,2024-05-12T13:30:00Z,NA,1.36,NA,NA,NA,323.7,NA,96.84,20,0.971,434,442
NA,2024-05-12T13:45:00Z,NA,1.35,NA,NA,NA,181.6,NA,96.83,19.9,0.978,434,442
NA,2024-05-12T14:00:00Z,NA,1.39,NA,NA,NA,246.1,NA,96.82,20.4,1.011,434,442
NA,2024-05-12T14:15:00Z,NA,1.46,NA,NA,NA,143,NA,96.82,20.5,0.951,434,441
NA,2024-05-12T14:30:00Z,NA,1.44,NA,NA,NA,138.6,NA,96.81,20.4,0.95,434,441
NA,2024-05-12T14:45:00Z,NA,1.46,NA,NA,NA,143.4,NA,96.8,20.7,0.978,433,441
NA,2024-05-12T15:00:00Z,NA,1.52,NA,NA,NA,147.6,NA,96.79,20.8,0.939,433,441
NA,2024-05-12T15:15:00Z,NA,1.51,NA,NA,NA,141.9,NA,96.77,20.8,0.949,433,441
NA,2024-05-12T15:30:00Z,NA,1.52,NA,NA,NA,132.8,NA,96.76,20.8,0.924,433,441
NA,2024-05-12T15:45:00Z,NA,1.54,NA,NA,NA,135.3,NA,96.74,21.2,0.981,432,441
NA,2024-05-12T16:00:00Z,NA,1.54,NA,NA,NA,133.9,NA,96.73,21.5,1.016,433,441
NA,2024-05-12T16:15:00Z,NA,1.52,NA,NA,NA,111,NA,96.72,21.6,1.059,433,441
NA,2024-05-12T16:30:00Z,NA,1.58,NA,NA,NA,150.5,NA,96.72,21.7,1.021,433,441
NA,2024-05-12T16:45:00Z,NA,1.59,NA,NA,NA,137,NA,96.71,21.8,1.014,433,441
NA,2024-05-12T17:00:00Z,NA,1.58,NA,NA,NA,114.1,NA,96.71,21.8,1.034,433,440
NA,2024-05-12T17:15:00Z,NA,1.59,NA,NA,NA,107.7,NA,96.69,21.8,1.028,433,441
NA,2024-05-12T17:30:00Z,NA,1.57,NA,NA,NA,102.7,NA,96.68,21.8,1.035,432,441
