Timestamp,Air TempC,VPD,Vapor Pressure,Atmos Pressure,Solar,Wetness Level 1,Wetness Level 2,Air.TempC,Vapor.Pressure,Atmos.Pressure,Wetness.Level.1,Wetness.Level.2
2024-04-15T00:45:00Z,NA,NA,NA,NA,0,440,442,NA,NA,NA,NA,NA
2024-04-15T01:00:00Z,NA,NA,NA,NA,0,441,442,NA,NA,NA,NA,NA
2024-04-15T01:15:00Z,NA,NA,NA,NA,0,441,443,NA,NA,NA,NA,NA
2024-04-15T01:30:00Z,NA,NA,NA,NA,0,441,443,NA,NA,NA,NA,NA
2024-04-15T01:45:00Z,NA,NA,NA,NA,0,441,443,NA,NA,NA,NA,NA
2024-04-15T02:00:00Z,NA,NA,NA,NA,0,442,443,NA,NA,NA,NA,NA
2024-04-15T02:15:00Z,NA,NA,NA,NA,0,442,443,NA,NA,NA,NA,NA
2024-04-15T02:30:00Z,NA,NA,NA,NA,0,442,443,NA,NA,NA,NA,NA
2024-04-15T02:45:00Z,NA,NA,NA,NA,0,442,444,NA,NA,NA,NA,NA
2024-04-15T03:00:00Z,NA,NA,NA,NA,0,442,444,NA,NA,NA,NA,NA
2024-04-15T03:15:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-15T03:30:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-15T03:45:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-15T04:00:00Z,NA,NA,NA,NA,0,443,445,NA,NA,NA,NA,NA
2024-04-15T04:15:00Z,NA,NA,NA,NA,0,443,445,NA,NA,NA,NA,NA
2024-04-15T04:30:00Z,NA,NA,NA,NA,0,444,445,NA,NA,NA,NA,NA
2024-04-15T04:45:00Z,NA,NA,NA,NA,0,444,445,NA,NA,NA,NA,NA
2024-04-15T05:00:00Z,NA,NA,NA,NA,0,444,446,NA,NA,NA,NA,NA
2024-04-15T05:15:00Z,NA,NA,NA,NA,0,444,446,NA,NA,NA,NA,NA
2024-04-15T05:30:00Z,NA,NA,NA,NA,0,444,446,NA,NA,NA,NA,NA
2024-04-15T05:45:00Z,NA,NA,NA,NA,0,444,446,NA,NA,NA,NA,NA
2024-04-15T06:00:00Z,NA,NA,NA,NA,0,444,446,NA,NA,NA,NA,NA
2024-04-15T06:15:00Z,NA,NA,NA,NA,0,444,446,NA,NA,NA,NA,NA
2024-04-15T06:30:00Z,NA,NA,NA,NA,0,445,446,NA,NA,NA,NA,NA
2024-04-15T06:45:00Z,NA,NA,NA,NA,0,445,446,NA,NA,NA,NA,NA
2024-04-15T07:00:00Z,NA,NA,NA,NA,0,445,446,NA,NA,NA,NA,NA
2024-04-15T07:15:00Z,NA,NA,NA,NA,4.4,445,446,NA,NA,NA,NA,NA
2024-04-15T07:30:00Z,NA,NA,NA,NA,9.2,445,446,NA,NA,NA,NA,NA
2024-04-15T07:45:00Z,NA,NA,NA,NA,15.9,445,446,NA,NA,NA,NA,NA
2024-04-15T08:00:00Z,NA,NA,NA,NA,23.4,445,446,NA,NA,NA,NA,NA
2024-04-15T08:15:00Z,NA,NA,NA,NA,35,444,446,NA,NA,NA,NA,NA
2024-04-15T08:30:00Z,NA,NA,NA,NA,54.9,444,445,NA,NA,NA,NA,NA
2024-04-15T08:45:00Z,NA,NA,NA,NA,55.7,444,445,NA,NA,NA,NA,NA
2024-04-15T09:00:00Z,NA,NA,NA,NA,47.4,444,445,NA,NA,NA,NA,NA
2024-04-15T09:15:00Z,NA,NA,NA,NA,74.7,443,445,NA,NA,NA,NA,NA
2024-04-15T09:30:00Z,NA,NA,NA,NA,119.2,442,443,NA,NA,NA,NA,NA
2024-04-15T09:45:00Z,NA,NA,NA,NA,126.5,442,443,NA,NA,NA,NA,NA
2024-04-15T10:00:00Z,NA,NA,NA,NA,183.3,441,443,NA,NA,NA,NA,NA
2024-04-15T10:15:00Z,NA,NA,NA,NA,186.2,441,443,NA,NA,NA,NA,NA
2024-04-15T10:30:00Z,NA,NA,NA,NA,150.1,441,443,NA,NA,NA,NA,NA
2024-04-15T10:45:00Z,NA,NA,NA,NA,215.1,441,442,NA,NA,NA,NA,NA
2024-04-15T11:00:00Z,NA,NA,NA,NA,133.9,441,443,NA,NA,NA,NA,NA
2024-04-15T11:15:00Z,NA,NA,NA,NA,197.9,441,442,NA,NA,NA,NA,NA
2024-04-15T11:30:00Z,NA,NA,NA,NA,235.7,441,442,NA,NA,NA,NA,NA
2024-04-15T11:45:00Z,NA,NA,NA,NA,312,440,442,NA,NA,NA,NA,NA
2024-04-15T12:00:00Z,NA,NA,NA,NA,302.5,440,442,NA,NA,NA,NA,NA
2024-04-15T12:15:00Z,NA,NA,NA,NA,292.1,440,442,NA,NA,NA,NA,NA
2024-04-15T12:30:00Z,NA,NA,NA,NA,167.4,441,442,NA,NA,NA,NA,NA
2024-04-15T12:45:00Z,NA,NA,NA,NA,246.5,440,442,NA,NA,NA,NA,NA
2024-04-15T13:00:00Z,NA,NA,NA,NA,102.2,440,442,NA,NA,NA,NA,NA
2024-04-15T13:15:00Z,NA,NA,NA,NA,106.6,440,442,NA,NA,NA,NA,NA
2024-04-15T13:30:00Z,NA,NA,NA,NA,162,441,442,NA,NA,NA,NA,NA
2024-04-15T13:45:00Z,NA,NA,NA,NA,142.1,440,442,NA,NA,NA,NA,NA
2024-04-15T14:00:00Z,NA,NA,NA,NA,291.7,441,441,NA,NA,NA,NA,NA
2024-04-15T14:15:00Z,NA,NA,NA,NA,459.4,440,441,NA,NA,NA,NA,NA
2024-04-15T14:30:00Z,NA,NA,NA,NA,777.6,440,439,NA,NA,NA,NA,NA
2024-04-15T14:45:00Z,NA,NA,NA,NA,908.9,440,439,NA,NA,NA,NA,NA
2024-04-15T15:00:00Z,NA,NA,NA,NA,579.5,439,439,NA,NA,NA,NA,NA
2024-04-15T15:15:00Z,NA,NA,NA,NA,698.9,439,438,NA,NA,NA,NA,NA
2024-04-15T15:30:00Z,NA,NA,NA,NA,566,439,438,NA,NA,NA,NA,NA
2024-04-15T15:45:00Z,NA,NA,NA,NA,412,439,438,NA,NA,NA,NA,NA
2024-04-15T16:00:00Z,NA,NA,NA,NA,307.4,440,440,NA,NA,NA,NA,NA
2024-04-15T16:15:00Z,NA,NA,NA,NA,443.5,439,440,NA,NA,NA,NA,NA
2024-04-15T16:30:00Z,NA,NA,NA,NA,384.9,439,440,NA,NA,NA,NA,NA
2024-04-15T16:45:00Z,NA,NA,NA,NA,104.6,439,440,NA,NA,NA,NA,NA
2024-04-15T17:00:00Z,NA,NA,NA,NA,65,439,440,NA,NA,NA,NA,NA
2024-04-15T17:15:00Z,NA,NA,NA,NA,60.2,439,440,NA,NA,NA,NA,NA
2024-04-15T17:30:00Z,NA,NA,NA,NA,59.7,439,440,NA,NA,NA,NA,NA
2024-04-15T17:45:00Z,NA,NA,NA,NA,71.6,439,440,NA,NA,NA,NA,NA
2024-04-15T18:00:00Z,NA,NA,NA,NA,68.3,467,440,NA,NA,NA,NA,NA
2024-04-15T18:15:00Z,NA,NA,NA,NA,87.5,439,440,NA,NA,NA,NA,NA
2024-04-15T18:30:00Z,NA,NA,NA,NA,64.5,439,440,NA,NA,NA,NA,NA
2024-04-15T18:45:00Z,NA,NA,NA,NA,56.6,439,440,NA,NA,NA,NA,NA
2024-04-15T19:00:00Z,NA,NA,NA,NA,35.2,439,440,NA,NA,NA,NA,NA
2024-04-15T19:15:00Z,NA,NA,NA,NA,32.8,439,440,NA,NA,NA,NA,NA
2024-04-15T19:30:00Z,NA,NA,NA,NA,26.4,439,441,NA,NA,NA,NA,NA
2024-04-15T19:45:00Z,NA,NA,NA,NA,10.3,440,441,NA,NA,NA,NA,NA
2024-04-15T20:00:00Z,NA,NA,NA,NA,1.6,440,441,NA,NA,NA,NA,NA
2024-04-15T20:15:00Z,NA,NA,NA,NA,0,441,442,NA,NA,NA,NA,NA
2024-04-15T20:30:00Z,NA,NA,NA,NA,0,441,442,NA,NA,NA,NA,NA
2024-04-15T20:45:00Z,NA,NA,NA,NA,0,441,443,NA,NA,NA,NA,NA
2024-04-15T21:00:00Z,NA,NA,NA,NA,0,442,443,NA,NA,NA,NA,NA
2024-04-15T21:15:00Z,NA,NA,NA,NA,0,442,443,NA,NA,NA,NA,NA
2024-04-15T21:30:00Z,NA,NA,NA,NA,0,442,444,NA,NA,NA,NA,NA
2024-04-15T21:45:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-15T22:00:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-15T22:15:00Z,NA,NA,NA,NA,0,443,445,NA,NA,NA,NA,NA
2024-04-15T22:30:00Z,NA,NA,NA,NA,0,443,445,NA,NA,NA,NA,NA
2024-04-15T22:45:00Z,NA,NA,NA,NA,0,444,445,NA,NA,NA,NA,NA
2024-04-15T23:00:00Z,NA,NA,NA,NA,0,444,445,NA,NA,NA,NA,NA
2024-04-15T23:15:00Z,NA,NA,NA,NA,0,444,446,NA,NA,NA,NA,NA
2024-04-15T23:30:00Z,NA,NA,NA,NA,0,444,446,NA,NA,NA,NA,NA
2024-04-15T23:45:00Z,NA,NA,NA,NA,0,444,446,NA,NA,NA,NA,NA
2024-04-16T00:00:00Z,NA,NA,NA,NA,0,445,446,NA,NA,NA,NA,NA
2024-04-16T00:15:00Z,NA,NA,NA,NA,0,445,446,NA,NA,NA,NA,NA
2024-04-16T00:30:00Z,NA,NA,NA,NA,0,445,447,NA,NA,NA,NA,NA
2024-04-16T00:45:00Z,NA,NA,NA,NA,0,445,447,NA,NA,NA,NA,NA
2024-04-16T01:00:00Z,NA,NA,NA,NA,0,445,447,NA,NA,NA,NA,NA
2024-04-16T01:15:00Z,NA,NA,NA,NA,0,446,447,NA,NA,NA,NA,NA
2024-04-16T01:30:00Z,NA,NA,NA,NA,0,446,447,NA,NA,NA,NA,NA
2024-04-16T01:45:00Z,NA,NA,NA,NA,0,446,447,NA,NA,NA,NA,NA
2024-04-16T02:00:00Z,NA,NA,NA,NA,0,446,447,NA,NA,NA,NA,NA
2024-04-16T02:15:00Z,NA,NA,NA,NA,0,446,447,NA,NA,NA,NA,NA
2024-04-16T02:30:00Z,NA,NA,NA,NA,0,446,447,NA,NA,NA,NA,NA
2024-04-16T02:45:00Z,NA,NA,NA,NA,0,446,448,NA,NA,NA,NA,NA
2024-04-16T03:00:00Z,NA,NA,NA,NA,0,446,447,NA,NA,NA,NA,NA
2024-04-16T03:15:00Z,NA,NA,NA,NA,0,446,448,NA,NA,NA,NA,NA
2024-04-16T03:30:00Z,NA,NA,NA,NA,0,447,448,NA,NA,NA,NA,NA
2024-04-16T03:45:00Z,NA,NA,NA,NA,0,447,448,NA,NA,NA,NA,NA
2024-04-16T04:00:00Z,NA,NA,NA,NA,0,447,448,NA,NA,NA,NA,NA
2024-04-16T04:15:00Z,NA,NA,NA,NA,0,447,449,NA,NA,NA,NA,NA
2024-04-16T04:30:00Z,NA,NA,NA,NA,0,448,449,NA,NA,NA,NA,NA
2024-04-16T04:45:00Z,NA,NA,NA,NA,0,447,449,NA,NA,NA,NA,NA
2024-04-16T05:00:00Z,NA,NA,NA,NA,0,448,449,NA,NA,NA,NA,NA
2024-04-16T05:15:00Z,NA,NA,NA,NA,0,448,449,NA,NA,NA,NA,NA
2024-04-16T05:30:00Z,NA,NA,NA,NA,0,448,450,NA,NA,NA,NA,NA
2024-04-16T05:45:00Z,NA,NA,NA,NA,0,448,450,NA,NA,NA,NA,NA
2024-04-16T06:00:00Z,NA,NA,NA,NA,0,448,450,NA,NA,NA,NA,NA
2024-04-16T06:15:00Z,NA,NA,NA,NA,0,449,450,NA,NA,NA,NA,NA
2024-04-16T06:30:00Z,NA,NA,NA,NA,0,449,450,NA,NA,NA,NA,NA
2024-04-16T06:45:00Z,NA,NA,NA,NA,0,449,450,NA,NA,NA,NA,NA
2024-04-16T07:00:00Z,NA,NA,NA,NA,0,449,450,NA,NA,NA,NA,NA
2024-04-16T07:15:00Z,NA,NA,NA,NA,4,449,450,NA,NA,NA,NA,NA
2024-04-16T07:30:00Z,NA,NA,NA,NA,10.1,449,450,NA,NA,NA,NA,NA
2024-04-16T07:45:00Z,NA,NA,NA,NA,19.2,449,450,NA,NA,NA,NA,NA
2024-04-16T08:00:00Z,NA,NA,NA,NA,42.7,448,449,NA,NA,NA,NA,NA
2024-04-16T08:15:00Z,NA,NA,NA,NA,59,448,449,NA,NA,NA,NA,NA
2024-04-16T08:30:00Z,NA,NA,NA,NA,70.9,448,449,NA,NA,NA,NA,NA
2024-04-16T08:45:00Z,NA,NA,NA,NA,67,447,448,NA,NA,NA,NA,NA
2024-04-16T09:00:00Z,NA,NA,NA,NA,54.9,447,448,NA,NA,NA,NA,NA
2024-04-16T09:15:00Z,NA,NA,NA,NA,62.3,447,448,NA,NA,NA,NA,NA
2024-04-16T09:30:00Z,NA,NA,NA,NA,95.4,446,447,NA,NA,NA,NA,NA
2024-04-16T09:45:00Z,NA,NA,NA,NA,158.4,446,447,NA,NA,NA,NA,NA
2024-04-16T10:00:00Z,NA,NA,NA,NA,164.2,445,446,NA,NA,NA,NA,NA
2024-04-16T10:15:00Z,NA,NA,NA,NA,170.8,444,445,NA,NA,NA,NA,NA
2024-04-16T10:30:00Z,NA,NA,NA,NA,152.3,444,445,NA,NA,NA,NA,NA
2024-04-16T10:45:00Z,NA,NA,NA,NA,119.4,444,445,NA,NA,NA,NA,NA
2024-04-16T11:00:00Z,NA,NA,NA,NA,207.6,443,444,NA,NA,NA,NA,NA
2024-04-16T11:15:00Z,NA,NA,NA,NA,180.2,443,444,NA,NA,NA,NA,NA
2024-04-16T11:30:00Z,NA,NA,NA,NA,224.9,442,443,NA,NA,NA,NA,NA
2024-04-16T11:45:00Z,NA,NA,NA,NA,180.4,442,443,NA,NA,NA,NA,NA
2024-04-16T12:00:00Z,NA,NA,NA,NA,204.9,442,443,NA,NA,NA,NA,NA
2024-04-16T12:15:00Z,NA,NA,NA,NA,206.4,442,443,NA,NA,NA,NA,NA
2024-04-16T12:30:00Z,NA,NA,NA,NA,212.6,441,443,NA,NA,NA,NA,NA
2024-04-16T12:45:00Z,NA,NA,NA,NA,215.1,441,442,NA,NA,NA,NA,NA
2024-04-16T13:00:00Z,NA,NA,NA,NA,205.3,441,442,NA,NA,NA,NA,NA
2024-04-16T13:15:00Z,NA,NA,NA,NA,245.7,441,442,NA,NA,NA,NA,NA
2024-04-16T13:30:00Z,NA,NA,NA,NA,297.7,441,442,NA,NA,NA,NA,NA
2024-04-16T13:45:00Z,NA,NA,NA,NA,340.6,441,441,NA,NA,NA,NA,NA
2024-04-16T14:00:00Z,NA,NA,NA,NA,240.1,440,441,NA,NA,NA,NA,NA
2024-04-16T14:15:00Z,NA,NA,NA,NA,358.9,440,441,NA,NA,NA,NA,NA
2024-04-16T14:30:00Z,NA,NA,NA,NA,670,440,439,NA,NA,NA,NA,NA
2024-04-16T14:45:00Z,NA,NA,NA,NA,831.1,439,438,NA,NA,NA,NA,NA
2024-04-16T15:00:00Z,NA,NA,NA,NA,669.1,439,437,NA,NA,NA,NA,NA
2024-04-16T15:15:00Z,NA,NA,NA,NA,622.4,439,438,NA,NA,NA,NA,NA
2024-04-16T15:30:00Z,NA,NA,NA,NA,577.5,439,438,NA,NA,NA,NA,NA
2024-04-16T15:45:00Z,NA,NA,NA,NA,774.5,438,437,NA,NA,NA,NA,NA
2024-04-16T16:00:00Z,NA,NA,NA,NA,473.5,438,438,NA,NA,NA,NA,NA
2024-04-16T16:15:00Z,NA,NA,NA,NA,297.5,438,438,NA,NA,NA,NA,NA
2024-04-16T16:30:00Z,NA,NA,NA,NA,199.6,438,438,NA,NA,NA,NA,NA
2024-04-16T16:45:00Z,NA,NA,NA,NA,203.2,438,438,NA,NA,NA,NA,NA
2024-04-16T17:00:00Z,NA,NA,NA,NA,181.3,438,438,NA,NA,NA,NA,NA
2024-04-16T17:15:00Z,NA,NA,NA,NA,105.3,438,438,NA,NA,NA,NA,NA
2024-04-16T17:30:00Z,NA,NA,NA,NA,96.5,438,438,NA,NA,NA,NA,NA
2024-04-16T17:45:00Z,NA,NA,NA,NA,102,438,438,NA,NA,NA,NA,NA
2024-04-16T18:00:00Z,NA,NA,NA,NA,110.4,437,438,NA,NA,NA,NA,NA
2024-04-16T18:15:00Z,NA,NA,NA,NA,76,437,438,NA,NA,NA,NA,NA
2024-04-16T18:30:00Z,NA,NA,NA,NA,64.5,437,438,NA,NA,NA,NA,NA
2024-04-16T18:45:00Z,NA,NA,NA,NA,75.8,437,438,NA,NA,NA,NA,NA
2024-04-16T19:00:00Z,NA,NA,NA,NA,63.9,437,438,NA,NA,NA,NA,NA
2024-04-16T19:15:00Z,NA,NA,NA,NA,36.1,438,438,NA,NA,NA,NA,NA
2024-04-16T19:30:00Z,NA,NA,NA,NA,28.7,438,439,NA,NA,NA,NA,NA
2024-04-16T19:45:00Z,NA,NA,NA,NA,13.4,438,439,NA,NA,NA,NA,NA
2024-04-16T20:00:00Z,NA,NA,NA,NA,3.8,438,439,NA,NA,NA,NA,NA
2024-04-16T20:15:00Z,NA,NA,NA,NA,0,438,439,NA,NA,NA,NA,NA
2024-04-16T20:30:00Z,NA,NA,NA,NA,0,439,440,NA,NA,NA,NA,NA
2024-04-16T20:45:00Z,NA,NA,NA,NA,0,439,440,NA,NA,NA,NA,NA
2024-04-16T21:00:00Z,NA,NA,NA,NA,0,439,440,NA,NA,NA,NA,NA
2024-04-16T21:15:00Z,NA,NA,NA,NA,0,440,441,NA,NA,NA,NA,NA
2024-04-16T21:30:00Z,NA,NA,NA,NA,0,440,441,NA,NA,NA,NA,NA
2024-04-16T21:45:00Z,NA,NA,NA,NA,0,440,442,NA,NA,NA,NA,NA
2024-04-16T22:00:00Z,NA,NA,NA,NA,0,441,442,NA,NA,NA,NA,NA
2024-04-16T22:15:00Z,NA,NA,NA,NA,0,441,442,NA,NA,NA,NA,NA
2024-04-16T22:30:00Z,NA,NA,NA,NA,0,441,442,NA,NA,NA,NA,NA
2024-04-16T22:45:00Z,NA,NA,NA,NA,0,441,443,NA,NA,NA,NA,NA
2024-04-16T23:00:00Z,NA,NA,NA,NA,0,442,443,NA,NA,NA,NA,NA
2024-04-16T23:15:00Z,NA,NA,NA,NA,0,442,443,NA,NA,NA,NA,NA
2024-04-16T23:30:00Z,NA,NA,NA,NA,0,442,443,NA,NA,NA,NA,NA
2024-04-16T23:45:00Z,NA,NA,NA,NA,0,442,444,NA,NA,NA,NA,NA
2024-04-17T00:00:00Z,NA,NA,NA,NA,0,442,444,NA,NA,NA,NA,NA
2024-04-17T00:15:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-17T00:30:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-17T00:45:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-17T01:00:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-17T01:15:00Z,NA,NA,NA,NA,0,445,444,NA,NA,NA,NA,NA
2024-04-17T01:30:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-17T01:45:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-17T02:00:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-17T02:15:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-17T02:30:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-17T02:45:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-17T03:00:00Z,NA,NA,NA,NA,0,444,445,NA,NA,NA,NA,NA
2024-04-17T03:15:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-17T03:30:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-17T03:45:00Z,NA,NA,NA,NA,0,443,445,NA,NA,NA,NA,NA
2024-04-17T04:00:00Z,NA,NA,NA,NA,0,444,445,NA,NA,NA,NA,NA
2024-04-17T04:15:00Z,NA,NA,NA,NA,0,444,445,NA,NA,NA,NA,NA
2024-04-17T04:30:00Z,NA,NA,NA,NA,0,444,445,NA,NA,NA,NA,NA
2024-04-17T04:45:00Z,NA,NA,NA,NA,0,444,445,NA,NA,NA,NA,NA
2024-04-17T05:00:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-17T05:15:00Z,NA,NA,NA,NA,0,442,443,NA,NA,NA,NA,NA
2024-04-17T05:30:00Z,NA,NA,NA,NA,0,444,443,NA,NA,NA,NA,NA
2024-04-17T05:45:00Z,NA,NA,NA,NA,0,442,443,NA,NA,NA,NA,NA
2024-04-17T06:00:00Z,NA,NA,NA,NA,0,442,443,NA,NA,NA,NA,NA
2024-04-17T06:15:00Z,NA,NA,NA,NA,0,442,443,NA,NA,NA,NA,NA
2024-04-17T06:30:00Z,NA,NA,NA,NA,0,442,443,NA,NA,NA,NA,NA
2024-04-17T06:45:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-17T07:00:00Z,NA,NA,NA,NA,0,443,444,NA,NA,NA,NA,NA
2024-04-17T07:15:00Z,NA,NA,NA,NA,0.7,443,444,NA,NA,NA,NA,NA
2024-04-17T07:30:00Z,NA,NA,NA,NA,7,443,444,NA,NA,NA,NA,NA
2024-04-17T07:45:00Z,NA,NA,NA,NA,18.1,443,444,NA,NA,NA,NA,NA
2024-04-17T08:00:00Z,NA,NA,NA,NA,24.9,443,444,NA,NA,NA,NA,NA
2024-04-17T08:15:00Z,NA,NA,NA,NA,41.2,442,443,NA,NA,NA,NA,NA
2024-04-17T08:30:00Z,NA,NA,NA,NA,52.2,442,443,NA,NA,NA,NA,NA
2024-04-17T08:45:00Z,NA,NA,NA,NA,76.4,442,443,NA,NA,NA,NA,NA
2024-04-17T09:00:00Z,NA,NA,NA,NA,74.9,442,442,NA,NA,NA,NA,NA
2024-04-17T09:15:00Z,NA,NA,NA,NA,55.1,441,442,NA,NA,NA,NA,NA
2024-04-17T09:30:00Z,NA,NA,NA,NA,69.2,441,442,NA,NA,NA,NA,NA
2024-04-17T09:45:00Z,NA,NA,NA,NA,102.2,441,442,NA,NA,NA,NA,NA
2024-04-17T10:00:00Z,NA,NA,NA,NA,70.3,441,442,NA,NA,NA,NA,NA
2024-04-17T10:15:00Z,NA,NA,NA,NA,85.9,441,441,NA,NA,NA,NA,NA
2024-04-17T10:30:00Z,NA,NA,NA,NA,138.1,440,441,NA,NA,NA,NA,NA
2024-04-17T10:45:00Z,NA,NA,NA,NA,105.3,440,441,NA,NA,NA,NA,NA
2024-04-17T11:00:00Z,NA,NA,NA,NA,106.2,440,441,NA,NA,NA,NA,NA
2024-04-17T11:15:00Z,NA,NA,NA,NA,70.9,449,441,NA,NA,NA,NA,NA
2024-04-17T11:30:00Z,NA,NA,NA,NA,121.6,440,441,NA,NA,NA,NA,NA
2024-04-17T11:45:00Z,NA,NA,NA,NA,167.9,440,440,NA,NA,NA,NA,NA
2024-04-17T12:00:00Z,NA,NA,NA,NA,208.6,439,440,NA,NA,NA,NA,NA
2024-04-17T12:15:00Z,NA,NA,NA,NA,157.5,440,440,NA,NA,NA,NA,NA
2024-04-17T12:30:00Z,NA,NA,NA,NA,173.6,440,440,NA,NA,NA,NA,NA
2024-04-17T12:45:00Z,NA,NA,NA,NA,208.9,440,440,NA,NA,NA,NA,NA
2024-04-17T13:00:00Z,NA,NA,NA,NA,193.2,440,441,NA,NA,NA,NA,NA
2024-04-17T13:15:00Z,NA,NA,NA,NA,221,440,441,NA,NA,NA,NA,NA
2024-04-17T13:30:00Z,NA,NA,NA,NA,306.9,440,441,NA,NA,NA,NA,NA
2024-04-17T13:45:00Z,NA,NA,NA,NA,190.6,440,441,NA,NA,NA,NA,NA
2024-04-17T14:00:00Z,NA,NA,NA,NA,56.4,440,441,NA,NA,NA,NA,NA
2024-04-17T14:15:00Z,NA,NA,NA,NA,45.2,440,441,NA,NA,NA,NA,NA
2024-04-17T14:30:00Z,NA,NA,NA,NA,104.7,440,441,NA,NA,NA,NA,NA
2024-04-17T14:45:00Z,NA,NA,NA,NA,168.6,440,441,NA,NA,NA,NA,NA
2024-04-17T15:00:00Z,NA,NA,NA,NA,268.6,440,441,NA,NA,NA,NA,NA
2024-04-17T15:15:00Z,NA,NA,NA,NA,326.1,441,441,NA,NA,NA,NA,NA
2024-04-17T15:30:00Z,NA,NA,NA,NA,459.2,441,441,NA,NA,NA,NA,NA
2024-04-17T15:45:00Z,NA,NA,NA,NA,319.2,441,442,NA,NA,NA,NA,NA
2024-04-17T16:00:00Z,NA,NA,NA,NA,249,441,442,NA,NA,NA,NA,NA
2024-04-17T16:15:00Z,NA,NA,NA,NA,216.8,441,442,NA,NA,NA,NA,NA
2024-04-17T16:30:00Z,NA,NA,NA,NA,151.4,441,442,NA,NA,NA,NA,NA
2024-04-17T16:45:00Z,NA,NA,NA,NA,135.1,441,442,NA,NA,NA,NA,NA
2024-04-17T17:00:00Z,NA,NA,NA,NA,136.4,441,442,NA,NA,NA,NA,NA
