Timestamp,Atmos Pressure,Vapor Pressure,VPD,Air TempC,Solar,Wetness Level 1,Wetness Level 2,Vapor.Pressure,Air.TempC,Atmos.Pressure,Wetness.Level.1,Wetness.Level.2
2024-04-15T19:15:00Z,97.23,1.508,2.33,28.2,30.6,429,440,NA,NA,NA,NA,NA
2024-04-15T19:30:00Z,97.24,1.52,2.29,28.1,26.9,429,440,NA,NA,NA,NA,NA
2024-04-15T19:45:00Z,97.25,1.527,2.21,27.8,11.7,429,440,NA,NA,NA,NA,NA
2024-04-15T20:00:00Z,97.27,1.532,2.15,27.6,2.6,429,440,NA,NA,NA,NA,NA
2024-04-15T20:15:00Z,97.28,1.542,2.07,27.2,0,430,441,NA,NA,NA,NA,NA
2024-04-15T20:30:00Z,97.3,1.545,1.94,26.6,0,430,441,NA,NA,NA,NA,NA
2024-04-15T20:45:00Z,97.33,1.55,1.82,26.1,0,430,441,NA,NA,NA,NA,NA
2024-04-15T21:00:00Z,97.35,1.549,1.66,25.2,0,431,441,NA,NA,NA,NA,NA
2024-04-15T21:15:00Z,97.36,1.553,1.5,24.4,0,431,441,NA,NA,NA,NA,NA
2024-04-15T21:30:00Z,97.38,1.567,1.36,23.7,0,431,442,NA,NA,NA,NA,NA
2024-04-15T21:45:00Z,97.39,1.564,1.28,23.2,0,432,442,NA,NA,NA,NA,NA
2024-04-15T22:00:00Z,97.42,1.571,1.18,22.6,0,432,442,NA,NA,NA,NA,NA
2024-04-15T22:15:00Z,97.43,1.579,1.09,22.2,0,432,442,NA,NA,NA,NA,NA
2024-04-15T22:30:00Z,97.43,1.573,1.03,21.8,0,432,443,NA,NA,NA,NA,NA
2024-04-15T22:45:00Z,97.44,1.579,0.96,21.3,0,432,443,NA,NA,NA,NA,NA
2024-04-15T23:00:00Z,97.47,1.589,0.88,20.9,0,433,443,NA,NA,NA,NA,NA
2024-04-15T23:15:00Z,97.47,1.589,0.84,20.6,0,433,443,NA,NA,NA,NA,NA
2024-04-15T23:30:00Z,97.49,1.589,0.8,20.4,0,433,444,NA,NA,NA,NA,NA
2024-04-15T23:45:00Z,97.49,1.597,0.75,20.1,0,433,444,NA,NA,NA,NA,NA
2024-04-16T00:00:00Z,97.51,1.592,0.69,19.6,0,433,444,NA,NA,NA,NA,NA
2024-04-16T00:15:00Z,97.52,1.591,0.64,19.3,0,434,444,NA,NA,NA,NA,NA
2024-04-16T00:30:00Z,97.52,1.599,0.6,19,0,434,444,NA,NA,NA,NA,NA
2024-04-16T00:45:00Z,97.52,1.601,0.57,18.8,0,434,445,NA,NA,NA,NA,NA
2024-04-16T01:00:00Z,97.51,1.6,0.54,18.6,0,434,445,NA,NA,NA,NA,NA
2024-04-16T01:15:00Z,97.52,1.605,0.53,18.5,0,434,445,NA,NA,NA,NA,NA
2024-04-16T01:30:00Z,97.52,1.601,0.5,18.3,0,434,445,NA,NA,NA,NA,NA
2024-04-16T01:45:00Z,97.54,1.597,0.46,17.9,0,434,445,NA,NA,NA,NA,NA
2024-04-16T02:00:00Z,97.55,1.603,0.44,17.8,0,434,445,NA,NA,NA,NA,NA
2024-04-16T02:15:00Z,97.54,1.603,0.45,17.9,0,434,445,NA,NA,NA,NA,NA
2024-04-16T02:30:00Z,97.54,1.606,0.44,17.9,0,434,446,NA,NA,NA,NA,NA
2024-04-16T02:45:00Z,97.52,1.6,0.43,17.7,0,435,446,NA,NA,NA,NA,NA
2024-04-16T03:00:00Z,97.54,1.597,0.4,17.5,0,435,446,NA,NA,NA,NA,NA
2024-04-16T03:15:00Z,97.53,1.602,0.38,17.3,0,435,446,NA,NA,NA,NA,NA
2024-04-16T03:30:00Z,97.52,1.594,0.38,17.3,0,435,446,NA,NA,NA,NA,NA
2024-04-16T03:45:00Z,97.52,1.589,0.37,17.2,0,435,446,NA,NA,NA,NA,NA
2024-04-16T04:00:00Z,97.55,1.59,0.33,16.9,0,435,447,NA,NA,NA,NA,NA
2024-04-16T04:15:00Z,97.55,1.577,0.32,16.7,0,436,447,NA,NA,NA,NA,NA
2024-04-16T04:30:00Z,97.55,1.573,0.28,16.4,0,436,447,NA,NA,NA,NA,NA
2024-04-16T04:45:00Z,97.58,1.57,0.27,16.2,0,436,448,NA,NA,NA,NA,NA
2024-04-16T05:00:00Z,97.6,1.568,0.25,16,0,436,448,NA,NA,NA,NA,NA
2024-04-16T05:15:00Z,97.6,1.58,0.25,16.1,0,436,448,NA,NA,NA,NA,NA
2024-04-16T05:30:00Z,97.6,1.563,0.26,16,0,437,448,NA,NA,NA,NA,NA
2024-04-16T05:45:00Z,97.62,1.551,0.22,15.6,0,437,448,NA,NA,NA,NA,NA
2024-04-16T06:00:00Z,97.62,1.544,0.2,15.4,0,437,449,NA,NA,NA,NA,NA
2024-04-16T06:15:00Z,97.64,1.536,0.19,15.2,0,438,449,NA,NA,NA,NA,NA
2024-04-16T06:30:00Z,97.67,1.535,0.17,15,0,437,449,NA,NA,NA,NA,NA
2024-04-16T06:45:00Z,97.69,1.54,0.17,15,0,436,448,NA,NA,NA,NA,NA
2024-04-16T07:00:00Z,97.7,1.547,0.18,15.2,0,436,448,NA,NA,NA,NA,NA
2024-04-16T07:15:00Z,97.69,1.544,0.18,15.2,5.7,437,449,NA,NA,NA,NA,NA
2024-04-16T07:30:00Z,97.69,1.538,0.17,15.1,12.6,437,449,NA,NA,NA,NA,NA
2024-04-16T07:45:00Z,97.71,1.542,0.17,15,27.1,437,449,NA,NA,NA,NA,NA
2024-04-16T08:00:00Z,97.72,1.55,0.18,15.3,60.8,436,448,NA,NA,NA,NA,NA
2024-04-16T08:15:00Z,97.73,1.573,0.23,15.9,82,435,447,NA,NA,NA,NA,NA
2024-04-16T08:30:00Z,97.74,1.586,0.28,16.4,100.2,435,446,NA,NA,NA,NA,NA
2024-04-16T08:45:00Z,97.74,1.613,0.33,17.1,88.6,435,446,NA,NA,NA,NA,NA
2024-04-16T09:00:00Z,97.76,1.622,0.35,17.3,73.2,435,446,NA,NA,NA,NA,NA
2024-04-16T09:15:00Z,97.76,1.644,0.39,17.8,86.6,434,446,NA,NA,NA,NA,NA
2024-04-16T09:30:00Z,97.76,1.689,0.47,18.7,141.5,433,445,NA,NA,NA,NA,NA
2024-04-16T09:45:00Z,97.76,1.711,0.61,19.9,286.7,432,444,NA,NA,NA,NA,NA
2024-04-16T10:00:00Z,97.76,1.748,0.76,21.1,280.7,432,443,NA,NA,NA,NA,NA
2024-04-16T10:15:00Z,97.77,1.778,0.91,22.3,236.2,432,444,NA,NA,NA,NA,NA
2024-04-16T10:30:00Z,97.79,1.766,1.04,23,220.5,432,444,NA,NA,NA,NA,NA
2024-04-16T10:45:00Z,97.81,1.738,1.12,23.3,159.7,432,444,NA,NA,NA,NA,NA
2024-04-16T11:00:00Z,97.82,1.722,1.19,23.6,306.5,431,443,NA,NA,NA,NA,NA
2024-04-16T11:15:00Z,97.81,1.697,1.27,23.9,252,431,443,NA,NA,NA,NA,NA
2024-04-16T11:30:00Z,97.81,1.682,1.35,24.3,340.6,431,443,NA,NA,NA,NA,NA
2024-04-16T11:45:00Z,97.83,1.659,1.37,24.3,254,431,443,NA,NA,NA,NA,NA
2024-04-16T12:00:00Z,97.84,1.642,1.44,24.6,334.7,430,442,NA,NA,NA,NA,NA
2024-04-16T12:15:00Z,97.85,1.607,1.51,24.7,326.8,430,442,NA,NA,NA,NA,NA
2024-04-16T12:30:00Z,97.84,1.596,1.63,25.3,545.5,429,442,NA,NA,NA,NA,NA
2024-04-16T12:45:00Z,97.84,1.574,1.72,25.7,546.4,429,442,NA,NA,NA,NA,NA
2024-04-16T13:00:00Z,97.83,1.563,1.69,25.4,354.1,430,442,NA,NA,NA,NA,NA
2024-04-16T13:15:00Z,97.82,1.57,1.7,25.5,349.9,430,442,NA,NA,NA,NA,NA
2024-04-16T13:30:00Z,97.78,1.575,1.77,25.9,415.3,429,441,NA,NA,NA,NA,NA
2024-04-16T13:45:00Z,97.77,1.565,1.91,26.6,640.1,427,441,NA,NA,NA,NA,NA
2024-04-16T14:00:00Z,97.72,1.471,2.06,26.8,350.8,429,441,NA,NA,NA,NA,NA
2024-04-16T14:15:00Z,97.69,1.438,2.12,27,553.2,427,441,NA,NA,NA,NA,NA
2024-04-16T14:30:00Z,97.67,1.389,2.34,27.8,780.8,427,440,NA,NA,NA,NA,NA
2024-04-16T14:45:00Z,97.64,1.393,2.62,29,674.9,426,440,NA,NA,NA,NA,NA
2024-04-16T15:00:00Z,97.61,1.283,2.75,29.1,775.8,428,440,NA,NA,NA,NA,NA
2024-04-16T15:15:00Z,97.58,1.229,2.81,29.1,357.1,427,439,NA,NA,NA,NA,NA
2024-04-16T15:30:00Z,97.55,1.238,2.82,29.2,538.3,427,439,NA,NA,NA,NA,NA
2024-04-16T15:45:00Z,97.52,1.229,2.85,29.3,126.5,426,439,NA,NA,NA,NA,NA
2024-04-16T16:00:00Z,97.5,1.164,2.97,29.6,139.5,427,439,NA,NA,NA,NA,NA
2024-04-16T16:15:00Z,97.5,1.101,3.04,29.6,152.3,427,439,NA,NA,NA,NA,NA
2024-04-16T16:30:00Z,97.47,1.134,2.95,29.3,243,427,439,NA,NA,NA,NA,NA
2024-04-16T16:45:00Z,97.46,1.125,2.97,29.4,312,427,439,NA,NA,NA,NA,NA
2024-04-16T17:00:00Z,97.45,1.086,3.01,29.4,288,427,439,NA,NA,NA,NA,NA
2024-04-16T17:15:00Z,97.44,1.047,3,29.2,128.7,428,439,NA,NA,NA,NA,NA
2024-04-16T17:30:00Z,97.43,1.061,2.93,29,116.3,428,439,NA,NA,NA,NA,NA
2024-04-16T17:45:00Z,97.42,1.041,2.98,29.1,132.4,427,439,NA,NA,NA,NA,NA
2024-04-16T18:00:00Z,97.42,0.981,3.09,29.3,130.9,427,438,NA,NA,NA,NA,NA
2024-04-16T18:15:00Z,97.41,0.948,3.17,29.5,82.2,427,438,NA,NA,NA,NA,NA
2024-04-16T18:30:00Z,97.41,0.905,3.18,29.4,64.5,427,438,NA,NA,NA,NA,NA
2024-04-16T18:45:00Z,97.41,0.924,3.13,29.2,72.3,427,438,NA,NA,NA,NA,NA
2024-04-16T19:00:00Z,97.4,0.964,3.08,29.2,61.2,428,438,NA,NA,NA,NA,NA
2024-04-16T19:15:00Z,97.38,1,2.96,28.8,37.5,428,438,NA,NA,NA,NA,NA
2024-04-16T19:30:00Z,97.38,1.029,2.86,28.5,30.4,428,439,NA,NA,NA,NA,NA
2024-04-16T19:45:00Z,97.38,1.053,2.78,28.2,16.1,428,439,NA,NA,NA,NA,NA
2024-04-16T20:00:00Z,97.39,1.074,2.69,28,6.2,428,439,NA,NA,NA,NA,NA
2024-04-16T20:15:00Z,97.39,1.106,2.63,27.8,0,428,439,NA,NA,NA,NA,NA
2024-04-16T20:30:00Z,97.39,1.135,2.55,27.6,0,429,439,NA,NA,NA,NA,NA
2024-04-16T20:45:00Z,97.38,1.137,2.47,27.2,0,429,439,NA,NA,NA,NA,NA
2024-04-16T21:00:00Z,97.41,1.139,2.33,26.6,0,429,439,NA,NA,NA,NA,NA
2024-04-16T21:15:00Z,97.43,1.15,2.3,26.5,0,429,439,NA,NA,NA,NA,NA
2024-04-16T21:30:00Z,97.49,1.167,2.1,25.5,0,429,439,NA,NA,NA,NA,NA
2024-04-16T21:45:00Z,97.5,1.171,1.97,24.8,0,430,440,NA,NA,NA,NA,NA
2024-04-16T22:00:00Z,97.51,1.201,1.88,24.5,0,430,440,NA,NA,NA,NA,NA
2024-04-16T22:15:00Z,97.52,1.216,1.75,23.9,0,430,440,NA,NA,NA,NA,NA
2024-04-16T22:30:00Z,97.51,1.285,1.77,24.4,0,430,440,NA,NA,NA,NA,NA
2024-04-16T22:45:00Z,97.51,1.287,1.66,23.8,0,430,440,NA,NA,NA,NA,NA
2024-04-16T23:00:00Z,97.5,1.308,1.55,23.3,0,430,441,NA,NA,NA,NA,NA
2024-04-16T23:15:00Z,97.49,1.346,1.61,23.8,0,431,441,NA,NA,NA,NA,NA
2024-04-16T23:30:00Z,97.47,1.39,1.6,24,0,430,441,NA,NA,NA,NA,NA
2024-04-16T23:45:00Z,97.45,1.411,1.61,24.2,0,431,441,NA,NA,NA,NA,NA
2024-04-17T00:00:00Z,97.44,1.42,1.53,23.8,0,431,441,NA,NA,NA,NA,NA
2024-04-17T00:15:00Z,97.42,1.435,1.55,24,0,431,441,NA,NA,NA,NA,NA
2024-04-17T00:30:00Z,97.41,1.447,1.51,23.8,0,431,441,NA,NA,NA,NA,NA
2024-04-17T00:45:00Z,97.42,1.434,1.4,23.1,0,431,442,NA,NA,NA,NA,NA
2024-04-17T01:00:00Z,97.39,1.443,1.34,22.8,0,431,442,NA,NA,NA,NA,NA
2024-04-17T01:15:00Z,97.39,1.432,1.41,23.2,0,431,442,NA,NA,NA,NA,NA
2024-04-17T01:30:00Z,97.4,1.414,1.22,22,0,432,442,NA,NA,NA,NA,NA
2024-04-17T01:45:00Z,97.35,1.416,1.31,22.5,0,431,442,NA,NA,NA,NA,NA
2024-04-17T02:00:00Z,97.38,1.397,1.04,20.6,0,432,442,NA,NA,NA,NA,NA
2024-04-17T02:15:00Z,97.36,1.358,1.33,22.3,0,431,442,NA,NA,NA,NA,NA
2024-04-17T02:30:00Z,97.32,1.275,1.52,22.9,0,431,441,NA,NA,NA,NA,NA
2024-04-17T02:45:00Z,97.3,1.182,1.75,23.7,0,430,441,NA,NA,NA,NA,NA
2024-04-17T03:00:00Z,97.26,1.155,1.76,23.6,0,430,441,NA,NA,NA,NA,NA
2024-04-17T03:15:00Z,97.27,1.098,1.89,24,0,430,441,NA,NA,NA,NA,NA
2024-04-17T03:30:00Z,97.28,1.062,1.95,24.2,0,430,440,NA,NA,NA,NA,NA
2024-04-17T03:45:00Z,97.28,1.097,1.82,23.7,0,430,440,NA,NA,NA,NA,NA
2024-04-17T04:00:00Z,97.3,1.078,1.79,23.4,0,430,440,NA,NA,NA,NA,NA
2024-04-17T04:15:00Z,97.36,1.082,1.71,22.9,0,430,441,NA,NA,NA,NA,NA
2024-04-17T04:30:00Z,97.39,1.037,1.81,23.2,0,430,440,NA,NA,NA,NA,NA
2024-04-17T04:45:00Z,97.41,1.033,1.88,23.6,0,430,440,NA,NA,NA,NA,NA
2024-04-17T05:00:00Z,97.4,1.04,1.91,23.8,0,430,440,NA,NA,NA,NA,NA
2024-04-17T05:15:00Z,97.36,1.044,1.92,23.9,0,430,440,NA,NA,NA,NA,NA
2024-04-17T05:30:00Z,97.35,1.051,1.88,23.7,0,431,440,NA,NA,NA,NA,NA
2024-04-17T05:45:00Z,97.37,1.065,1.86,23.7,0,430,440,NA,NA,NA,NA,NA
2024-04-17T06:00:00Z,97.39,1.078,1.8,23.4,0,430,440,NA,NA,NA,NA,NA
2024-04-17T06:15:00Z,97.37,1.082,1.77,23.3,0,430,440,NA,NA,NA,NA,NA
2024-04-17T06:30:00Z,97.4,1.087,1.69,22.8,0,430,440,NA,NA,NA,NA,NA
2024-04-17T06:45:00Z,97.4,1.094,1.66,22.7,0,430,440,NA,NA,NA,NA,NA
2024-04-17T07:00:00Z,97.43,1.114,1.62,22.6,0,430,441,NA,NA,NA,NA,NA
2024-04-17T07:15:00Z,97.46,1.153,1.6,22.6,1.6,430,441,NA,NA,NA,NA,NA
2024-04-17T07:30:00Z,97.46,1.184,1.54,22.5,10.4,431,441,NA,NA,NA,NA,NA
2024-04-17T07:45:00Z,97.45,1.203,1.56,22.8,25.5,430,441,NA,NA,NA,NA,NA
2024-04-17T08:00:00Z,97.45,1.21,1.56,22.8,32.8,430,441,NA,NA,NA,NA,NA
2024-04-17T08:15:00Z,97.47,1.214,1.57,22.9,57.1,430,441,NA,NA,NA,NA,NA
2024-04-17T08:30:00Z,97.47,1.234,1.57,23,73.4,430,441,NA,NA,NA,NA,NA
2024-04-17T08:45:00Z,97.45,1.246,1.57,23,126.3,430,441,NA,NA,NA,NA,NA
2024-04-17T09:00:00Z,97.43,1.247,1.6,23.2,132.4,430,441,NA,NA,NA,NA,NA
2024-04-17T09:15:00Z,97.43,1.229,1.62,23.2,75.4,430,441,NA,NA,NA,NA,NA
2024-04-17T09:30:00Z,97.42,1.21,1.63,23.2,105.1,430,441,NA,NA,NA,NA,NA
2024-04-17T09:45:00Z,97.44,1.203,1.66,23.3,142.6,430,440,NA,NA,NA,NA,NA
2024-04-17T10:00:00Z,97.44,1.185,1.68,23.4,97.2,430,440,NA,NA,NA,NA,NA
2024-04-17T10:15:00Z,97.44,1.182,1.68,23.3,126.2,430,440,NA,NA,NA,NA,NA
2024-04-17T10:30:00Z,97.42,1.167,1.73,23.5,223.2,429,440,NA,NA,NA,NA,NA
2024-04-17T10:45:00Z,97.4,1.117,1.82,23.7,143,430,440,NA,NA,NA,NA,NA
2024-04-17T11:00:00Z,97.42,1.057,1.88,23.7,144.5,430,440,NA,NA,NA,NA,NA
2024-04-17T11:15:00Z,97.41,1.039,1.88,23.6,92.8,430,440,NA,NA,NA,NA,NA
2024-04-17T11:30:00Z,97.42,1.039,1.84,23.4,165.9,429,440,NA,NA,NA,NA,NA
2024-04-17T11:45:00Z,97.41,1.061,1.84,23.5,248.5,429,440,NA,NA,NA,NA,NA
2024-04-17T12:00:00Z,97.4,1.096,1.88,24,323.2,429,440,NA,NA,NA,NA,NA
