...1,Timestamp,Vapor Pressure,Atmos Pressure,Air TempC,VPD,Solar,Wetness Level 1,Wetness Level 2,Vapor.Pressure,Air.TempC,Atmos.Pressure,Wetness.Level.1,Wetness.Level.2
NA,2024-05-10T17:30:00Z,NA,NA,NA,0.59,344.6,NA,NA,1.308,16.7,96.31,446,444
NA,2024-05-10T17:45:00Z,NA,NA,NA,0.62,236.4,NA,NA,1.306,16.9,96.31,447,445
NA,2024-05-10T18:00:00Z,NA,NA,NA,0.64,313.1,NA,NA,1.163,15.9,96.31,446,444
NA,2024-05-10T18:15:00Z,NA,NA,NA,0.7,368,NA,NA,1.253,17.1,96.31,446,445
NA,2024-05-10T18:30:00Z,NA,NA,NA,0.73,342.4,NA,NA,1.214,17.1,96.32,447,445
NA,2024-05-10T18:45:00Z,NA,NA,NA,0.67,118.5,NA,NA,1.226,16.7,96.33,447,445
NA,2024-05-10T19:00:00Z,NA,NA,NA,0.59,31.5,NA,NA,1.189,15.7,96.34,447,445
NA,2024-05-10T19:15:00Z,NA,NA,NA,0.55,26,NA,NA,1.189,15.3,96.34,448,445
NA,2024-05-10T19:30:00Z,NA,NA,NA,0.54,28,NA,NA,1.192,15.2,96.36,448,445
NA,2024-05-10T19:45:00Z,NA,NA,NA,0.53,33.5,NA,NA,1.198,15.2,96.36,448,445
NA,2024-05-10T20:00:00Z,NA,NA,NA,0.51,15.7,NA,NA,1.195,15,96.36,448,446
NA,2024-05-10T20:15:00Z,NA,NA,NA,0.46,26,NA,NA,1.217,14.8,96.37,448,446
NA,2024-05-10T20:30:00Z,NA,NA,NA,0.41,5.5,NA,NA,1.226,14.4,96.38,448,446
NA,2024-05-10T20:45:00Z,NA,NA,NA,0.34,0,NA,NA,1.253,14,96.39,449,446
NA,2024-05-10T21:00:00Z,NA,NA,NA,0.27,0,NA,NA,1.275,13.5,96.4,449,447
NA,2024-05-10T21:15:00Z,NA,NA,NA,0.23,0,NA,NA,1.286,13.2,96.41,450,447
NA,2024-05-10T21:30:00Z,NA,NA,NA,0.21,0,NA,NA,1.281,12.9,96.4,450,447
NA,2024-05-10T21:45:00Z,NA,NA,NA,0.19,0,NA,NA,1.27,12.7,96.4,450,447
NA,2024-05-10T22:00:00Z,NA,NA,NA,0.16,0,NA,NA,1.261,12.3,96.4,450,447
NA,2024-05-10T22:15:00Z,NA,NA,NA,0.15,0,NA,NA,1.254,12,96.4,451,448
NA,2024-05-10T22:30:00Z,NA,NA,NA,0.1,0,NA,NA,1.242,11.4,96.41,451,448
NA,2024-05-10T22:45:00Z,NA,NA,NA,0.13,0,NA,NA,1.22,11.4,96.41,450,448
NA,2024-05-10T23:00:00Z,NA,NA,NA,0.15,0,NA,NA,1.225,11.7,96.41,451,448
NA,2024-05-10T23:15:00Z,NA,NA,NA,0.08,0,NA,NA,1.234,11,96.42,456,449
NA,2024-05-10T23:30:00Z,NA,NA,NA,0.03,0,NA,NA,1.247,10.6,96.42,455,449
NA,2024-05-10T23:45:00Z,NA,NA,NA,0.03,0,NA,NA,1.252,10.6,96.41,455,450
NA,2024-05-11T00:00:00Z,NA,NA,NA,0.03,0,NA,NA,1.224,10.3,96.41,462,452
NA,2024-05-11T00:15:00Z,NA,NA,NA,0.02,0,NA,NA,1.204,9.9,96.42,470,458
NA,2024-05-11T00:30:00Z,NA,NA,NA,0.01,0,NA,NA,1.205,9.8,96.42,480,462
NA,2024-05-11T00:45:00Z,NA,NA,NA,0,0,NA,NA,1.194,9.6,96.43,488,467
NA,2024-05-11T01:00:00Z,NA,NA,NA,0,0,NA,NA,1.176,9.4,96.44,499,471
NA,2024-05-11T01:15:00Z,NA,NA,NA,0,0,NA,NA,1.176,9.4,96.44,510,476
NA,2024-05-11T01:30:00Z,NA,NA,NA,0,0,NA,NA,1.162,9.2,96.44,518,481
NA,2024-05-11T01:45:00Z,NA,NA,NA,0,0,NA,NA,1.134,8.8,96.43,527,486
NA,2024-05-11T02:00:00Z,NA,NA,NA,0,0,NA,NA,1.129,8.8,96.42,536,491
NA,2024-05-11T02:15:00Z,NA,NA,NA,0,0,NA,NA,1.127,8.7,96.41,544,495
NA,2024-05-11T02:30:00Z,NA,NA,NA,0,0,NA,NA,1.128,8.8,96.39,553,499
NA,2024-05-11T02:45:00Z,NA,NA,NA,0,0,NA,NA,1.098,8.4,96.38,562,504
NA,2024-05-11T03:00:00Z,NA,NA,NA,0,0,NA,NA,1.059,7.8,96.38,577,511
NA,2024-05-11T03:15:00Z,NA,NA,NA,0,0,NA,NA,1.04,7.6,96.38,602,515
NA,2024-05-11T03:30:00Z,NA,NA,NA,0,0,NA,NA,1.044,7.6,96.38,625,520
NA,2024-05-11T03:45:00Z,NA,NA,NA,0,0,NA,NA,1.032,7.4,96.38,638,525
NA,2024-05-11T04:00:00Z,NA,NA,NA,0,0,NA,NA,1.028,7.4,96.38,649,530
NA,2024-05-11T04:15:00Z,NA,NA,NA,0,0,NA,NA,1.01,7.1,96.38,662,535
NA,2024-05-11T04:30:00Z,NA,NA,NA,0,0,NA,NA,1.008,7.1,96.38,680,542
NA,2024-05-11T04:45:00Z,NA,NA,NA,0,0,NA,NA,1.007,7.1,96.38,702,547
NA,2024-05-11T05:00:00Z,NA,NA,NA,0,0,NA,NA,0.989,6.8,96.37,770,552
NA,2024-05-11T05:15:00Z,NA,NA,NA,0,0,NA,NA,0.987,6.8,96.37,784,556
NA,2024-05-11T05:30:00Z,NA,NA,NA,0,0,NA,NA,0.981,6.7,96.36,797,561
NA,2024-05-11T05:45:00Z,NA,NA,NA,0,0,NA,NA,0.975,6.6,96.36,809,567
NA,2024-05-11T06:00:00Z,NA,NA,NA,0,0,NA,NA,0.977,6.6,96.35,820,573
NA,2024-05-11T06:15:00Z,NA,NA,NA,0,0,NA,NA,1.003,7,96.35,830,577
NA,2024-05-11T06:30:00Z,NA,NA,NA,0,0,NA,NA,1.034,7.5,96.36,834,578
NA,2024-05-11T06:45:00Z,NA,NA,NA,0,7.9,NA,NA,1.018,7.2,96.37,835,578
NA,2024-05-11T07:00:00Z,NA,NA,NA,0,10.3,NA,NA,1.019,7.2,96.37,832,576
NA,2024-05-11T07:15:00Z,NA,NA,NA,0,20.1,NA,NA,1.047,7.7,96.37,830,574
NA,2024-05-11T07:30:00Z,NA,NA,NA,0,66.7,NA,NA,1.086,8.2,96.37,822,567
NA,2024-05-11T07:45:00Z,NA,NA,NA,0,54.9,NA,NA,1.101,8.4,96.37,813,560
NA,2024-05-11T08:00:00Z,NA,NA,NA,0,59.5,NA,NA,1.115,8.6,96.37,801,550
NA,2024-05-11T08:15:00Z,NA,NA,NA,0,87,NA,NA,1.138,8.9,96.37,745,533
NA,2024-05-11T08:30:00Z,NA,NA,NA,0,102.2,NA,NA,1.174,9.3,96.37,713,512
NA,2024-05-11T08:45:00Z,NA,NA,NA,0,248.3,NA,NA,1.208,9.8,96.37,679,481
NA,2024-05-11T09:00:00Z,NA,NA,NA,0,468.2,NA,NA,1.282,10.6,96.37,626,450
NA,2024-05-11T09:15:00Z,NA,NA,NA,0,497.5,NA,NA,1.355,11.5,96.37,560,448
NA,2024-05-11T09:30:00Z,NA,NA,NA,0.05,536.9,NA,NA,1.384,12.3,96.36,489,448
NA,2024-05-11T09:45:00Z,NA,NA,NA,0.13,521.9,NA,NA,1.389,13.2,96.36,451,448
NA,2024-05-11T10:00:00Z,NA,NA,NA,0.21,457.8,NA,NA,1.391,14,96.34,451,448
NA,2024-05-11T10:15:00Z,NA,NA,NA,0.27,397.3,NA,NA,1.418,14.9,96.32,450,447
NA,2024-05-11T10:30:00Z,NA,NA,NA,0.36,164.4,NA,NA,1.425,15.8,96.31,450,447
NA,2024-05-11T10:45:00Z,NA,NA,NA,0.46,393.1,NA,NA,1.4,16.3,96.31,449,447
NA,2024-05-11T11:00:00Z,NA,NA,NA,0.47,537.8,NA,NA,1.387,16.4,96.32,449,446
NA,2024-05-11T11:15:00Z,NA,NA,NA,0.55,803.3,NA,NA,1.365,16.8,96.32,449,446
NA,2024-05-11T11:30:00Z,NA,NA,NA,0.65,696.4,NA,NA,1.388,17.8,96.31,448,445
NA,2024-05-11T11:45:00Z,NA,NA,NA,0.7,265.3,NA,NA,1.272,17.3,96.31,448,446
NA,2024-05-11T12:00:00Z,NA,NA,NA,0.66,161.3,NA,NA,1.253,16.8,96.31,448,446
NA,2024-05-11T12:15:00Z,NA,NA,NA,0.69,382.3,NA,NA,1.256,17.1,96.29,448,446
NA,2024-05-11T12:30:00Z,NA,NA,NA,0.73,317.7,NA,NA,1.293,17.7,96.29,448,445
NA,2024-05-11T12:45:00Z,NA,NA,NA,0.68,295.3,NA,NA,1.333,17.6,96.26,447,445
NA,2024-05-11T13:00:00Z,NA,NA,NA,0.7,547.9,NA,NA,1.336,17.8,96.24,447,445
NA,2024-05-11T13:15:00Z,NA,NA,NA,0.76,355.6,NA,NA,1.316,18.1,96.22,447,445
NA,2024-05-11T13:30:00Z,NA,NA,NA,0.72,147.6,NA,NA,1.29,17.6,96.23,447,445
NA,2024-05-11T13:45:00Z,NA,NA,NA,0.69,128,NA,NA,1.304,17.5,96.23,448,445
NA,2024-05-11T14:00:00Z,NA,NA,NA,0.7,205.6,NA,NA,1.314,17.6,96.23,447,445
NA,2024-05-11T14:15:00Z,NA,NA,NA,0.69,141.2,NA,NA,1.339,17.7,96.21,448,445
NA,2024-05-11T14:30:00Z,NA,NA,NA,0.7,221,NA,NA,1.339,17.8,96.19,448,445
NA,2024-05-11T14:45:00Z,NA,NA,NA,0.71,254.3,NA,NA,1.332,17.9,96.19,447,445
NA,2024-05-11T15:00:00Z,NA,NA,NA,0.66,75.3,NA,NA,1.343,17.5,96.19,588,446
NA,2024-05-11T15:15:00Z,NA,NA,NA,0.51,58.6,NA,NA,1.42,16.9,96.2,660,448
NA,2024-05-11T15:30:00Z,NA,NA,NA,0.32,347.2,NA,NA,1.457,15.7,96.22,690,458
NA,2024-05-11T15:45:00Z,NA,NA,NA,0.41,824.9,NA,NA,1.531,17,96.2,652,456
NA,2024-05-11T16:00:00Z,NA,NA,NA,0.54,704.4,NA,NA,1.6,18.6,96.17,597,453
NA,2024-05-11T16:15:00Z,NA,NA,NA,0.63,618.7,NA,NA,1.58,19.1,96.15,528,447
NA,2024-05-11T16:30:00Z,NA,NA,NA,0.69,593.6,NA,NA,1.548,19.3,96.13,480,445
NA,2024-05-11T16:45:00Z,NA,NA,NA,0.69,204.7,NA,NA,1.55,19.3,96.12,448,445
NA,2024-05-11T17:00:00Z,NA,NA,NA,0.73,180.7,NA,NA,1.543,19.6,96.13,446,444
NA,2024-05-11T17:15:00Z,NA,NA,NA,0.7,81.7,NA,NA,1.474,18.8,96.12,448,445
NA,2024-05-11T17:30:00Z,NA,NA,NA,0.71,235.7,NA,NA,1.479,19,96.12,447,445
NA,2024-05-11T17:45:00Z,NA,NA,NA,0.84,310.2,NA,NA,1.4,19.3,96.13,446,445
NA,2024-05-11T18:00:00Z,NA,NA,NA,1.19,460.3,NA,NA,1.164,20.1,96.14,444,444
NA,2024-05-11T18:15:00Z,NA,NA,NA,1.34,319,NA,NA,1.053,20.4,96.15,445,443
NA,2024-05-11T18:30:00Z,NA,NA,NA,1.35,328.5,NA,NA,1.034,20.3,96.16,445,443
NA,2024-05-11T18:45:00Z,NA,NA,NA,1.34,172.5,NA,NA,1.04,20.3,96.16,445,443
NA,2024-05-11T19:00:00Z,NA,NA,NA,1.32,100,NA,NA,1.023,20,96.18,445,443
NA,2024-05-11T19:15:00Z,NA,NA,NA,1.28,86.8,NA,NA,1,19.6,96.19,445,443
NA,2024-05-11T19:30:00Z,NA,NA,NA,1.21,118.3,NA,NA,1.023,19.3,96.21,445,443
NA,2024-05-11T19:45:00Z,NA,NA,NA,1.2,54.7,NA,NA,1.015,19.2,96.23,445,443
NA,2024-05-11T20:00:00Z,NA,NA,NA,1.21,41.4,NA,NA,0.975,18.9,96.24,445,443
NA,2024-05-11T20:15:00Z,NA,NA,NA,1.18,29.5,NA,NA,0.962,18.6,96.26,445,443
NA,2024-05-11T20:30:00Z,NA,NA,NA,1.18,9.2,NA,NA,0.918,18.3,96.28,445,443
NA,2024-05-11T20:45:00Z,NA,NA,NA,1.17,0,NA,NA,0.903,18,96.29,445,443
NA,2024-05-11T21:00:00Z,NA,NA,NA,1.14,0,NA,NA,0.891,17.8,96.3,445,443
NA,2024-05-11T21:15:00Z,NA,NA,NA,1.13,0,NA,NA,0.871,17.5,96.32,445,443
NA,2024-05-11T21:30:00Z,NA,NA,NA,1.11,0,NA,NA,0.86,17.3,96.34,445,443
NA,2024-05-11T21:45:00Z,NA,NA,NA,1.1,0,NA,NA,0.854,17.1,96.36,445,443
NA,2024-05-11T22:00:00Z,NA,NA,NA,1.06,0,NA,NA,0.855,16.9,96.38,445,443
NA,2024-05-11T22:15:00Z,NA,NA,NA,1.04,0,NA,NA,0.849,16.6,96.4,445,443
NA,2024-05-11T22:30:00Z,NA,NA,NA,0.98,0,NA,NA,0.873,16.3,96.42,445,443
NA,2024-05-11T22:45:00Z,NA,NA,NA,0.98,0,NA,NA,0.86,16.2,96.43,445,443
NA,2024-05-11T23:00:00Z,NA,NA,NA,0.95,0,NA,NA,0.871,16,96.44,445,443
NA,2024-05-11T23:15:00Z,NA,NA,NA,0.93,0,NA,NA,0.863,15.8,96.46,445,443
NA,2024-05-11T23:30:00Z,NA,NA,NA,0.91,0,NA,NA,0.863,15.6,96.47,445,443
NA,2024-05-11T23:45:00Z,NA,NA,NA,0.88,0,NA,NA,0.854,15.3,96.48,445,443
NA,2024-05-12T00:00:00Z,NA,NA,NA,0.8,0,NA,NA,0.881,14.8,96.48,446,444
NA,2024-05-12T00:15:00Z,NA,NA,NA,0.66,0,NA,NA,0.94,14.1,96.49,446,444
NA,2024-05-12T00:30:00Z,NA,NA,NA,0.61,0,NA,NA,0.928,13.4,96.49,446,444
NA,2024-05-12T00:45:00Z,NA,NA,NA,0.56,0,NA,NA,0.955,13.2,96.5,447,444
NA,2024-05-12T01:00:00Z,NA,NA,NA,0.46,0,NA,NA,0.989,12.5,96.5,447,445
NA,2024-05-12T01:15:00Z,NA,NA,NA,0.39,0,NA,NA,0.988,11.8,96.5,448,445
NA,2024-05-12T01:30:00Z,NA,NA,NA,0.32,0,NA,NA,1.007,11.1,96.5,448,445
NA,2024-05-12T01:45:00Z,NA,NA,NA,0.27,0,NA,NA,1.015,10.7,96.5,448,446
NA,2024-05-12T02:00:00Z,NA,NA,NA,0.21,0,NA,NA,1.064,10.6,96.49,449,446
NA,2024-05-12T02:15:00Z,NA,NA,NA,0.24,0,NA,NA,1.015,10.4,96.49,449,446
NA,2024-05-12T02:30:00Z,NA,NA,NA,0.21,0,NA,NA,1.034,10.2,96.48,449,446
NA,2024-05-12T02:45:00Z,NA,NA,NA,0.24,0,NA,NA,1.031,10.5,96.47,449,446
NA,2024-05-12T03:00:00Z,NA,NA,NA,0.25,0,NA,NA,1.026,10.6,96.46,449,446
NA,2024-05-12T03:15:00Z,NA,NA,NA,0.25,0,NA,NA,1.019,10.6,96.45,449,446
NA,2024-05-12T03:30:00Z,NA,NA,NA,0.24,0,NA,NA,1.008,10.3,96.44,449,446
NA,2024-05-12T03:45:00Z,NA,NA,NA,0.23,0,NA,NA,1.008,10.1,96.44,449,446
NA,2024-05-12T04:00:00Z,NA,NA,NA,0.23,0,NA,NA,0.99,9.9,96.43,449,446
NA,2024-05-12T04:15:00Z,NA,NA,NA,0.21,0,NA,NA,0.992,9.6,96.44,449,446
NA,2024-05-12T04:30:00Z,NA,NA,NA,0.18,0,NA,NA,0.994,9.4,96.44,449,447
NA,2024-05-12T04:45:00Z,NA,NA,NA,0.15,0,NA,NA,1.014,9.3,96.45,450,447
NA,2024-05-12T05:00:00Z,NA,NA,NA,0.14,0,NA,NA,1.019,9.2,96.47,450,447
NA,2024-05-12T05:15:00Z,NA,NA,NA,0.14,0,NA,NA,1.004,8.9,96.49,450,447
NA,2024-05-12T05:30:00Z,NA,NA,NA,0.12,0,NA,NA,1.007,8.7,96.51,450,447
NA,2024-05-12T05:45:00Z,NA,NA,NA,0.12,0,NA,NA,1.004,8.7,96.54,450,448
NA,2024-05-12T06:00:00Z,NA,NA,NA,0.06,0,NA,NA,0.977,7.5,96.55,451,448
NA,2024-05-12T06:15:00Z,NA,NA,NA,0.06,0,NA,NA,1.009,7.9,96.57,451,448
NA,2024-05-12T06:30:00Z,NA,NA,NA,0.08,0,NA,NA,1.002,8.2,96.59,451,448
NA,2024-05-12T06:45:00Z,NA,NA,NA,0.08,9.7,NA,NA,0.987,8,96.61,451,448
NA,2024-05-12T07:00:00Z,NA,NA,NA,0.07,20.5,NA,NA,0.991,7.8,96.63,451,448
NA,2024-05-12T07:15:00Z,NA,NA,NA,0.07,37,NA,NA,1,7.9,96.64,451,448
NA,2024-05-12T07:30:00Z,NA,NA,NA,0.08,72,NA,NA,1.013,8.2,96.66,450,447
NA,2024-05-12T07:45:00Z,NA,NA,NA,0.11,146.3,NA,NA,1.044,9,96.67,449,446
NA,2024-05-12T08:00:00Z,NA,NA,NA,0.14,88.1,NA,NA,1.074,9.8,96.68,449,445
NA,2024-05-12T08:15:00Z,NA,NA,NA,0.17,104.4,NA,NA,1.128,10.9,96.69,449,445
NA,2024-05-12T08:30:00Z,NA,NA,NA,0.24,188.6,NA,NA,1.158,12,96.7,448,445
NA,2024-05-12T08:45:00Z,NA,NA,NA,0.29,312.4,NA,NA,1.177,12.6,96.72,449,445
NA,2024-05-12T09:00:00Z,NA,NA,NA,0.33,466,NA,NA,1.18,13.1,96.73,448,445
NA,2024-05-12T09:15:00Z,NA,NA,NA,0.37,486.1,NA,NA,1.174,13.5,96.75,448,444
NA,2024-05-12T09:30:00Z,NA,NA,NA,0.42,557.2,NA,NA,1.201,14.2,96.76,448,444
NA,2024-05-12T09:45:00Z,NA,NA,NA,0.45,508.1,NA,NA,1.247,14.9,96.78,448,445
NA,2024-05-12T10:00:00Z,NA,NA,NA,0.55,272.8,NA,NA,1.239,15.8,96.79,447,444
NA,2024-05-12T10:15:00Z,NA,NA,NA,0.61,174,NA,NA,1.259,16.5,96.79,447,444
NA,2024-05-12T10:30:00Z,NA,NA,NA,0.79,162,NA,NA,1.2,17.5,96.79,446,444
NA,2024-05-12T10:45:00Z,NA,NA,NA,0.96,188.2,NA,NA,1.13,18.2,96.79,446,443
NA,2024-05-12T11:00:00Z,NA,NA,NA,1,209.3,NA,NA,1.017,17.7,96.8,445,443
NA,2024-05-12T11:15:00Z,NA,NA,NA,1.12,774,NA,NA,1,18.4,96.8,445,443
NA,2024-05-12T11:30:00Z,NA,NA,NA,1.15,877.6,NA,NA,1.068,19.2,96.8,445,442
NA,2024-05-12T11:45:00Z,NA,NA,NA,1.24,433.2,NA,NA,1.068,19.8,96.79,445,442
NA,2024-05-12T12:00:00Z,NA,NA,NA,1.2,564.5,NA,NA,0.996,19,96.8,444,443
NA,2024-05-12T12:15:00Z,NA,NA,NA,1.23,481.8,NA,NA,1.002,19.2,96.8,444,442
NA,2024-05-12T12:30:00Z,NA,NA,NA,1.26,537.6,NA,NA,0.958,19.2,96.79,444,442
NA,2024-05-12T12:45:00Z,NA,NA,NA,1.25,862.6,NA,NA,0.934,18.9,96.79,444,442
NA,2024-05-12T13:00:00Z,NA,NA,NA,1.32,777.8,NA,NA,1.004,19.9,96.78,444,441
NA,2024-05-12T13:15:00Z,NA,NA,NA,1.35,717,NA,NA,0.989,20,96.77,442,442
NA,2024-05-12T13:30:00Z,NA,NA,NA,1.37,585.9,NA,NA,1.009,20.3,96.75,441,442
NA,2024-05-12T13:45:00Z,NA,NA,NA,1.38,412.5,NA,NA,1.037,20.6,96.75,439,442
NA,2024-05-12T14:00:00Z,NA,NA,NA,1.48,808.8,NA,NA,1.059,21.4,96.74,440,442
NA,2024-05-12T14:15:00Z,NA,NA,NA,1.46,1016.6,NA,NA,0.977,20.7,96.74,439,441
NA,2024-05-12T14:30:00Z,NA,NA,NA,1.5,449,NA,NA,1.005,21.1,96.73,442,441
NA,2024-05-12T14:45:00Z,NA,NA,NA,1.47,326.1,NA,NA,1.023,21,96.72,442,441
NA,2024-05-12T15:00:00Z,NA,NA,NA,1.49,786.1,NA,NA,0.97,20.8,96.71,441,442
NA,2024-05-12T15:15:00Z,NA,NA,NA,1.51,618.3,NA,NA,1.001,21.1,96.69,439,441
NA,2024-05-12T15:30:00Z,NA,NA,NA,1.52,892.6,NA,NA,0.957,21,96.68,439,441
NA,2024-05-12T15:45:00Z,NA,NA,NA,1.52,919.4,NA,NA,1.016,21.4,96.67,439,441
NA,2024-05-12T16:00:00Z,NA,NA,NA,1.54,727.1,NA,NA,1.057,21.7,96.65,442,441
NA,2024-05-12T16:15:00Z,NA,NA,NA,1.57,601.1,NA,NA,1.093,22.1,96.65,442,441
NA,2024-05-12T16:30:00Z,NA,NA,NA,1.56,570,NA,NA,1.047,21.8,96.64,443,442
NA,2024-05-12T16:45:00Z,NA,NA,NA,1.53,173,NA,NA,1.043,21.6,96.64,443,442
NA,2024-05-12T17:00:00Z,NA,NA,NA,1.55,155.6,NA,NA,1.072,21.9,96.63,439,440
NA,2024-05-12T17:15:00Z,NA,NA,NA,1.57,289.7,NA,NA,1.09,22.1,96.62,440,441
NA,2024-05-12T17:30:00Z,NA,NA,NA,1.64,369.9,NA,NA,1.073,22.4,96.6,440,439
NA,2024-05-12T17:45:00Z,NA,NA,NA,1.63,562,NA,NA,1.045,22.2,96.61,442,441
NA,2024-05-12T18:00:00Z,NA,NA,NA,1.66,507.6,NA,NA,1.097,22.7,96.6,442,440
