X,Timestamp,VPD.x,Vapor.Pressure.x,Atmos.Pressure.x,Air.TempC.x,Wetness.Level.2,Air.TempC.y,VPD.y,Vapor.Pressure.y,Atmos.Pressure.y,Wetness.Level.1,Solar,Air.TempC,VPD,Vapor.Pressure,Atmos.Pressure
NA,2024-03-13T19:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.466,NA,NA,NA
NA,2024-03-13T20:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.779,NA,NA,NA
NA,2024-03-13T20:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.093,NA,NA,NA
NA,2024-03-13T20:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.364,NA,NA,NA
NA,2024-03-13T20:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.634,NA,NA,NA
NA,2024-03-13T21:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.034,NA,NA,NA
NA,2024-03-13T21:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.39,NA,NA,NA
NA,2024-03-13T21:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.833,NA,NA,NA
NA,2024-03-13T21:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.318,NA,NA,NA
NA,2024-03-13T22:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.017,NA,NA,NA
NA,2024-03-13T22:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.288,NA,NA,NA
NA,2024-03-13T22:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.816,NA,NA,NA
NA,2024-03-13T22:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.645,NA,NA,NA
NA,2024-03-13T23:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.559,NA,NA,NA
NA,2024-03-13T23:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.787,NA,NA,NA
NA,2024-03-13T23:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.615,NA,NA,NA
NA,2024-03-13T23:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.315,NA,NA,NA
NA,2024-03-14T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.143,NA,NA,NA
NA,2024-03-14T00:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.714,NA,NA,NA
NA,2024-03-14T00:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.414,NA,NA,NA
NA,2024-03-14T00:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.242,NA,NA,NA
NA,2024-03-14T01:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.985,NA,NA,NA
NA,2024-03-14T01:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.727,NA,NA,NA
NA,2024-03-14T01:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.513,NA,NA,NA
NA,2024-03-14T01:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.213,NA,NA,NA
NA,2024-03-14T02:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.869,NA,NA,NA
NA,2024-03-14T02:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.698,NA,NA,NA
NA,2024-03-14T02:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.612,NA,NA,NA
NA,2024-03-14T02:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.398,NA,NA,NA
NA,2024-03-14T03:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.355,NA,NA,NA
NA,2024-03-14T03:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.483,NA,NA,NA
NA,2024-03-14T03:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.398,NA,NA,NA
NA,2024-03-14T03:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.269,NA,NA,NA
NA,2024-03-14T04:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.011,NA,NA,NA
NA,2024-03-14T04:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.797,NA,NA,NA
NA,2024-03-14T04:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.582,NA,NA,NA
NA,2024-03-14T04:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.368,NA,NA,NA
NA,2024-03-14T05:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.282,NA,NA,NA
NA,2024-03-14T05:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.239,NA,NA,NA
NA,2024-03-14T05:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.068,NA,NA,NA
NA,2024-03-14T05:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.025,NA,NA,NA
NA,2024-03-14T06:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.896,NA,NA,NA
NA,2024-03-14T06:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.682,NA,NA,NA
NA,2024-03-14T06:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51,NA,NA,NA
NA,2024-03-14T06:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.553,NA,NA,NA
NA,2024-03-14T07:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.253,NA,NA,NA
NA,2024-03-14T07:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.038,NA,NA,NA
NA,2024-03-14T07:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.081,NA,NA,NA
NA,2024-03-14T07:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.995,NA,NA,NA
NA,2024-03-14T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.866,NA,NA,NA
NA,2024-03-14T08:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.909,NA,NA,NA
NA,2024-03-14T08:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.995,NA,NA,NA
NA,2024-03-14T08:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.295,NA,NA,NA
NA,2024-03-14T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.682,NA,NA,NA
NA,2024-03-14T09:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.153,NA,NA,NA
NA,2024-03-14T09:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.754,NA,NA,NA
NA,2024-03-14T09:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.912,NA,NA,NA
NA,2024-03-14T10:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.328,NA,NA,NA
NA,2024-03-14T10:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.744,NA,NA,NA
NA,2024-03-14T10:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.503,NA,NA,NA
NA,2024-03-14T10:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.262,NA,NA,NA
NA,2024-03-14T11:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.921,NA,NA,NA
NA,2024-03-14T11:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.552,NA,NA,NA
NA,2024-03-14T11:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.882,NA,NA,NA
NA,2024-03-14T11:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.525,NA,NA,NA
NA,2024-03-14T12:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.426,NA,NA,NA
NA,2024-03-14T12:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.812,NA,NA,NA
NA,2024-03-14T12:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.155,NA,NA,NA
NA,2024-03-14T12:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.584,NA,NA,NA
NA,2024-03-14T13:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.356,NA,NA,NA
NA,2024-03-14T13:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.056,NA,NA,NA
NA,2024-03-14T13:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.314,NA,NA,NA
NA,2024-03-14T13:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7,NA,NA,NA
NA,2024-03-14T14:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
NA,2024-03-14T14:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.515,NA,NA,NA
NA,2024-03-14T14:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.558,NA,NA,NA
NA,2024-03-14T14:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3,NA,NA,NA
NA,2024-03-14T15:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.472,NA,NA,NA
NA,2024-03-14T15:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.601,NA,NA,NA
NA,2024-03-14T15:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.987,NA,NA,NA
NA,2024-03-14T15:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.416,NA,NA,NA
NA,2024-03-14T16:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.716,NA,NA,NA
NA,2024-03-14T16:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.759,NA,NA,NA
NA,2024-03-14T16:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.459,NA,NA,NA
NA,2024-03-14T16:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.888,NA,NA,NA
NA,2024-03-14T17:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.673,NA,NA,NA
NA,2024-03-14T17:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.716,NA,NA,NA
NA,2024-03-14T17:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.201,NA,NA,NA
NA,2024-03-14T17:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.987,NA,NA,NA
NA,2024-03-14T18:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.343,NA,NA,NA
NA,2024-03-14T18:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
NA,2024-03-14T18:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.957,NA,NA,NA
NA,2024-03-14T18:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.442,NA,NA,NA
NA,2024-03-14T19:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.185,NA,NA,NA
NA,2024-03-14T19:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.228,NA,NA,NA
NA,2024-03-14T19:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.756,NA,NA,NA
NA,2024-03-14T19:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.198,NA,NA,NA
NA,2024-03-14T20:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.769,NA,NA,NA
NA,2024-03-14T20:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.04,NA,NA,NA
NA,2024-03-14T20:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.782,NA,NA,NA
NA,2024-03-14T20:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.525,NA,NA,NA
NA,2024-03-14T21:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.225,NA,NA,NA
NA,2024-03-14T21:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.01,NA,NA,NA
NA,2024-03-14T21:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.753,NA,NA,NA
NA,2024-03-14T21:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.796,NA,NA,NA
NA,2024-03-14T22:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.581,NA,NA,NA
NA,2024-03-14T22:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.324,NA,NA,NA
NA,2024-03-14T22:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.981,NA,NA,NA
NA,2024-03-14T22:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.324,NA,NA,NA
NA,2024-03-14T23:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.109,NA,NA,NA
NA,2024-03-14T23:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.238,NA,NA,NA
NA,2024-03-14T23:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.766,NA,NA,NA
NA,2024-03-14T23:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.723,NA,NA,NA
NA,2024-03-15T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.852,NA,NA,NA
NA,2024-03-15T00:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.195,NA,NA,NA
NA,2024-03-15T00:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.024,NA,NA,NA
NA,2024-03-15T00:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.066,NA,NA,NA
NA,2024-03-15T01:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.509,NA,NA,NA
NA,2024-03-15T01:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.08,NA,NA,NA
NA,2024-03-15T01:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.737,NA,NA,NA
NA,2024-03-15T01:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.35,NA,NA,NA
NA,2024-03-15T02:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.123,NA,NA,NA
NA,2024-03-15T02:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.994,NA,NA,NA
NA,2024-03-15T02:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.994,NA,NA,NA
NA,2024-03-15T02:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.608,NA,NA,NA
NA,2024-03-15T03:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.908,NA,NA,NA
NA,2024-03-15T03:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.905,NA,NA,NA
NA,2024-03-15T03:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.734,NA,NA,NA
NA,2024-03-15T03:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.347,NA,NA,NA
NA,2024-03-15T04:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.09,NA,NA,NA
NA,2024-03-15T04:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.961,NA,NA,NA
NA,2024-03-15T04:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.79,NA,NA,NA
NA,2024-03-15T04:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.618,NA,NA,NA
NA,2024-03-15T05:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.704,NA,NA,NA
NA,2024-03-15T05:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.704,NA,NA,NA
NA,2024-03-15T05:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.489,NA,NA,NA
NA,2024-03-15T05:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.575,NA,NA,NA
NA,2024-03-15T06:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.704,NA,NA,NA
NA,2024-03-15T06:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.575,NA,NA,NA
NA,2024-03-15T06:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.704,NA,NA,NA
NA,2024-03-15T06:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.747,NA,NA,NA
NA,2024-03-15T07:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.532,NA,NA,NA
NA,2024-03-15T07:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.575,NA,NA,NA
NA,2024-03-15T07:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.489,NA,NA,NA
NA,2024-03-15T07:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.404,NA,NA,NA
NA,2024-03-15T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.318,NA,NA,NA
NA,2024-03-15T08:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.318,NA,NA,NA
NA,2024-03-15T08:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.103,NA,NA,NA
NA,2024-03-15T08:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.404,NA,NA,NA
NA,2024-03-15T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.232,NA,NA,NA
NA,2024-03-15T09:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.446,NA,NA,NA
NA,2024-03-15T09:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.232,NA,NA,NA
NA,2024-03-15T09:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.489,NA,NA,NA
NA,2024-03-15T10:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.176,NA,NA,NA
NA,2024-03-15T10:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.476,NA,NA,NA
NA,2024-03-15T10:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.819,NA,NA,NA
NA,2024-03-15T10:45:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.248,NA,NA,NA
NA,2024-03-15T11:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.849,NA,NA,NA
NA,2024-03-15T11:15:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.106,NA,NA,NA
